product,reviewer,influence,comment,text
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",John D. Crawford,388,3,"It worked fine for a few days, I felt it was fairly accurate and it gave me consistent weights. But now all the screen will show is ""LO."" The first time I changed the batteries, and two days later the scale was dead again. I've now changed the batteries multiple times and I get the same thing, making the scale useless."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",David Wicks,140,73,"On Damn you sleek scale. I needed a new scale and your price was right. But when I unwrapped you - I fell in love with your sleak and modern design. Then it happened. I stepped on you and you wouldn't lie like my other scale. I tested to make sure what you were telling me was accurate. Yes. Sigh. I still love you, but now you have me focussed on getting those darn numbers down."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",MCooke,710,54,"I originally posted a 1 star review for this scale--one of the only really low reviews I've ever given--because the first one I ordered stopped working after one day. But I need to give credit where it's due! The day after posting it, Etekcity sent me an email saying they would automatically send me a replacement scale. The new one arrived three days later. It works well and I give Etekcity a lot of credit for proactively fixing the situation. That's why I changed my review to 4 stars!"
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",bookworm,222,6,"This scale worked the first time I used it, and after that it won't stay calibrated. After a few seconds in says error. I would not recommend it.  7/17/17 update Shortly after writing this review, I was contacted by the seller and was offered either a replacement scale or a refund. I was pleasantly surprised by this, as I didn't request either of these things, and it was proactive on their part after they read my review. Excellent customer service."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Traci,48,57,"I weighed myself on this scale right before I went in for a physical today, and the number matched exactly to my weight reading on the professional scale at my doctors office. So it's perfectly accurate. Also the app is awesome & easy to use. It also syncs to several other apps like Apple Health & My Fitness Pal, so my weight recordings are automatically sent to those apps. It's great. Highly recommended."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Alexander R. Pruss,429,132,"Excellent scale, with very repeatable results. I did this test: weigh myself: 172.4 wash hands, then weigh myself again: 172.2 get 15 lb weight and weigh myself: 187.4 (=172.4+15) put away 15 lb weight and weigh myself: 172.4 There was thus a 0.2 lb wobble among the four test measurements. That's the scale increment, and so this is certainly acceptable.  You can calibrate the scale by tapping it with a foot while not being on it, but unlike our previous scale, you don't need to calibrate it each time you use it. This scale shows numbers instantly as you start to step on, and the numbers increase as you put your full weight on, and then it stabilizes at a final reading. It feels faster at getting a reading than our previous scale.  I also like the fact that there are no needless features to run down batteries: it just weighs, and that's all. There are no buttons on the top, which should make cleaning easier than our previous scale which had useless (for us) buttons for keeping track of different users' weights.  My only wish would that the corners were a bit more rounded."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Ann Taylor,25,24,"After reading multiple negative reviews, I was hesitant to buy this scale but decided to risk it anyways since it was the best option without being too expensive. There were a lot of complaints about inaccuracy but I have had no issues so far. Regarding it breaking, it is glass and obviously will break if you just throw it around and don’t handle it carefully (such as kicking it with your foot to move it or accidentally hitting it). Additionally, I don’t think a lot of people realize that this comes with warranty, all you have to do is register it (info comes with the package) and they will send you a new one or refund you, whichever you prefer. For the price, this is a quality scale. I don’t understand most of these negative reviews. This is a business, this is a mass produced product, there will be some bad batches, just make sure to use your resources (aka warranty). Might as well take the risk, it is not like you can’t return it or have a new one sent."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",No Name,37,4,Play Video  Love this weighing machines. Seems like it is built to last. I have been using it for a week now and shows precise readings. here are some of the pros and cons.  Pros: 1. Gives precise readings using 4 sensors 2. Can use both Kg and Lb as measurement unit 3. Auto turn off when not in use 4. Rubber caps at the bottom to keep it in place 5. Battery easy to install 6. LOOKS AMAZING ! 7. Comes with free measurement tape  Cons: 1. Cannot measure over 400 pounds 2. Does not work properly on mats or rugs (Have to use it on hard surfaces only)  Except for few cons this is a great weighing machine to have
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",marcie c.,67,43,"Update! After the seller contacted me with items to try the scale works great! Now I get the same weight!! Beautiful product. I just get a different weight every time I step on the scale. I get on usually 3 times, one right after the other and each weight is different."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",jorland,122,53,"I bought this for my granddaughter who has an eating disorder. People with eating disorders need to use a blind scale. I set it up for myself on my phone and it sent all my data to apple health on my wife's phone. All i needed to do was use the scale. The app sent the data to my apple health and anyone that had permission to view my apple health data on their phone, had access. Perfect. I did not have to view my results or do anything except step on the scale. Just what someone with an eating disorder needs without having to pay a monthly fee. The problem arose when I tried to set it up for my granddaughter on her phone. There is no manual. No matter how many times I tried to set it up on her phone i ran into problems. I uninstalled, re installed, used the reset button and turned blue tooth and wifi off and on. If I get this resolved before I lose my temper and smash it, I will add to this review. As I said, this is perfect for what I want. All I have to do now is to get it to work for someone else as good as it worked for me. This is an update on 6/4/22. I solved my problems with the connection. My granddaughter needs to start the app before stepping on the scale. She does not have to see her weight or do anything else. I have no idea how long it takes for apple to get the info and for apple to transfer the info to me. It varies from 1 day to 3 0r 4 days. Sometimes I get 3 days together. A very few times, I have gotten the info the same day. I send the info off to her nutritionist who regulates her diet. The readout comes out with point 2 digits even though the scale only shows point 1 digit. My granddaughter is precise in measuring her food. Her weight seems to be exactly the same for 4 days in a row and then increase when her portions are increased. This tells me that the scale is very accurate. I am very pleased with this scale."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Rachel Concannon,264,201,"I have a love-mostly hate relationship with my scales. I wanted one that wasn't overly fancy, but at least told me an accurate weight. the previous one would tell you one weight, then you would get right back on and it would be substantially different reading (like 5lbs difference). I bought this and took it out of the box and was pretty happy at first. a little on the heavy side but looks great. the sample batteries that were in it didn't work at all, so I was a little annoyed I had to replace them right out of the box. but once it had new batteries it worked just fine. it gives a read out very quickly, and seems to be pretty accurate (no getting on and off with a different read out every time). I'm happy with this scale."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Morgan T.,84,14,"I got this bathroom scale because I want to finally get serious about losing a little weight, and having more energy. And it's a remarkable piece of technology!  And I have a Samsung phone and the Galaxy Watch 4 Classic. The VeSync app works with Samsung Health, so that was what cinched it, for me.  Recently, for some strange reason, when I stepped onto the scales, it did not turn on. I had just recharged the battery about a week prior, so I knew that wasn't the problem. Nonetheless, I figured that if I plugged it in, it would probably kick start it. Which it did. The next day, I had to repeat the process. On the third day, I used a paperclip to press the reset button, and that restarted it. And on the fourth day, I finally decided to contact VeSync and see what they could do to help me.  Their response came quickly, and their decision was to send me a firmware update. When I launched the app after their email, it was waiting for me in my app. Wow! Just for me, just to make sure that I got the latest update. I've never seen anything like that before, where a company actually preloaded my app, and had it there waiting for me!  I uploaded the firmware to the scales, and now it works every time!  Kudos to a company that understands that Customer SERVICE is equally important to quality products.  Thanx!"
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Frank B,97,75,"This scale works great. I tested the calibration prior to using it, and it was spot on  The modern sleek design really appealed to me. It can complement just about any bathroom color or decor. I also like that it's very solid and has some weight to it. It's not made of cheap plastic like most other scales.  My favorite feature is that this uses regular AA sized batteries rather than the typical CR2032."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Stephen,11,10,"I can't believe how premium this scale is at the price it's sold for. This scale is on point with what it claims to do. It seems to provide consistent readings of the things most important to me. I now know/have an idea about my body. I gave this thing a 5-star because it told me that I was fat (lol) The first thing people see on me is muscle wayyyyy before fat however, underneath all of that is where it really matters. Based on the numbers in my photo, I need to lower my sugar and carb intake, do more cardio, and up my protein. The scale is easy to understand and is definitely making me more health-conscious. It can seamlessly connect to other health apps and smartwatches. GET ONE!!!!!!!"
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",rmcmmc7,43,34,"My old scale went out and in hunting around for a new one exactly like it because I’ve been so happy with it, I unknowingly wound up buying the same scale/maker/etc, just more updated. This is a great scale that does all the basics accurately. Super simple to use (stand on it for a sec and wait til the reading stops blinking). Really large numbers I. A bright screen. Large surface to stand on. Up to 400 lbs which is more than a lot of scales. I think this one was the same price as my other one that lasted at least 15 years and it was from the same manufacturer. I like that it’s clear so is t an eyesore. But I keep it in my kitchen so I do t forget about it since it’s not obtrusive. I really like it and when I need a new one in 15 years I’ll look for one from these folks!"
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Sadly disappointed,22,29,"product works good, gives you lots of good numbers to use, BMI, heartrate, how much you would weight if you had zero fat (which is an intersteing number always). The app is easy to use, though it tries to get you to buy all kinds of stuff in the app, connected services and products. But the app does a lot, calorie counting, on top of the scale stuff too. So its not too inconvenient when it comes to notifications. which you can turn off if you really want to."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Qutie,193,154,"I have had several scales of this type. They pretty much all work the same, except this one is light weight, looks nice, and shows you everything in the display, and with the Bluetooth integration, it’s seamless. I like how the app is formatted to work with other products. I especially like the way it displays the different things it measures for you. The USB charging is extremely convenient. I highly recommend!"
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Brad Lucht,47,70,"I took this scale to my cardiac rehab this morning. It matched the weight of the calibrated scale, so I know this is giving me an accurate reading. Myb weight has dropped to 167 lb since my heart attack six weeks ago, a loss of around 40 lb."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Barbara B,362,137,"I had no problem with set up. ;I weigh myself at least once a day, and often times more. This scale fluctuates a bit, from several ounces up to a pound or two. (especially after I “go”) . This tells me this scale is not only accurate, but it doesn’t save my previous weight. Therefore I never felt the need to reset it. I purchased this scale about a month ago, to help me be more conscientious of my weight. I’m working on shedding some pounds. So, I’m very satisfied with my purchase. I would purchase from this company again."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Harvey L. Rohde Jr.,111,170,I have my father's sliding scale (measures weight by sliding the two weight indicators along their positions. It is too far away and I am lucky if I use it 6 times a year. This little gem stands next to my closet wall. I probably weight myself 2-5 ti9mes a day! ACCURATE!!
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Kindle Customer,20,44,Works great. Easy to read and Bluetooth works with app. Just need lower numbers😎
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",InEarnest38,103,76,"Works as advertised and better as the display is lit with a blue background and you see the numbers clearly from on high, even better as it stays on a while as you dismount, to take a closer look, a plus for those of us with glasses."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Nora,21,40,When my old scale broke I went right on Amazon to find a new one. This one was one of the best sellers and had so many reviews. However I have extreme buyers remorse and I was so nervous reading some of the bad reviews. I went back-and-forth about it for a couple days and then decided I might as well just get it because I can return it if needed. I am happy to say I love it and I am really shocked that anyone had bad experiences with it. Maybe user error? Maybe a fluke? But I am so happy with it. The price is awesome for what you get. The Bluetooth feature is so nice. It seems right to my phone when I step on it. I love that it shows not just my weight but so many other features that are important for my health. It was insanely easy to set up and it’s so light weight. I absolutely love it.
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",J Peterson,296,39,"We were away from home from a couple months as my husband was going through some medical procedures and a transplant. It was very important we keep an accurate weight record so I bought this scale because it was on sale and it looked like it should do the job. I wasn't expecting great quality at the sale price we paid but we needed something to weigh him and I figured we could just toss it when we left because it was under $20. To our surprise, it was better than our much more expensive scale we had at home!! We ended up taking it home and tossing the one we had! I highly recommend."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Amazon Customer,11,21,"This is the best scale I've ever owned. My weight on this scale is identical to that on the scale in my doctor's office. I also like the low profile that makes it easy to step on the scale. Even if you step on it several times in a row, the weight registers the same, which is not true for a lot of scales."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",J. Grenader,147,34,"I have an Aria Fitbit scale that cost me quite a bit of money, and recently I've been noticing that it doesn't seem as accurate as it used to be, but you can't weigh a small amount like 1 lb to check it. I'm fairly small so even one pound extra for me is quite a lot (yeah yeah I know I shouldn't fret over one pound but I do, so :shrug:). I bought this scale because everyone in the comments said it was very accurate... and they weren't lying!  The first thing I did is weigh myself to compare with the Aria. This scale gave me the same number every single time, while the Aria varied from 0.7 to 1 lb more than the Etekcity scale. I then weighed a pound of butter on the Etekcity and it gave me EXACTLY 1 lb. I couldn't do the same with the Aria as it won't weigh small amounts, but weighing myself WITH the pound of butter just gave me the same 0.7 to 1 lb more than the Etekcity every time. I guess the Aria is consistent in its inaccurate weight?  Overall, I just trust the Etekcity more because you actually reset it every single time you weigh yourself. You have to apply pressure on then scale, step off, and then wait for it to go to zero, and THEN you weigh yourself. This means that it will always start from zero. With the Aria, you never know what you're gonna get.  I'm very happy with my purchase and I regret wasting so much money on the Aria. Yeah, it uploads my weight to the cloud and gives me stats and stuff, but honestly I NEVER look at it and it hasn't really brought me any value. It's probably a good tool for people trying to lose weight, but I'm just trying to keep mine stable so it doesn't matter. If you just want an accurate scale, the Etekcity is the best one imo."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Pete Parry,15,35,"I am currently trying very hard to lose weight and my old ""dial"" scales were just not accurate. These scales are calibrated per the description, and I believe they are accurate. The only ""negative"" thing I would say is that from the item picture I thought the scales were white in color. In fact they are clear. That obviously is no big deal. The picture must have been taken against a white background of some type."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",A. Kirk,175,37,"Bought this scale based on the thousands of great reviews (discounted the bad ones, since there is always someone who will find a problem with a product, no matter how little of an issue it is). The high percentage of the 5 star reviewers convinced me, and they were right. I recently weighed in at the doctor's office, and was surprised that their scale was reading higher than the current one I have. Since the office uses a premium scale, it was obvious that mine was inconsistent. Sure enough, it was all over the map, depending on how I stood on it. This Etekcity scale, after I set it up properly, gave me the same reading as the one in the doctor's office. It's an attractive unit, easy to set up, easy to read, and highly accurate. Great purchase! Highly recommended."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Chaya,317,86,Just what I need l. Came with a nice retracting measuring tape.
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Jennifer90,668,268,"Sadly enough, this scale gives very inconsistent reading. I purchased it for my mom who has a heart condition. I need to weigh her every day, same time, same surface to see if her weight changes (for medical reasons). I can have her step on scale 3 different times in 5 minute period and get 3 different weights. Returning."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Coco Cai,12,4,"First, I really appreciate the deliver, I ordered this device the day before yesterday and plan to arrive at this Friday, but I got it at the second day, I was so surprise for such quick delivery. Great! Second, when I open the box, it's really great look and I really like it Then I took it at home after work, and install the application, this is really easy to use, and connect with our phone quickly, I have tried and everything is perfect, I like it so much and will recommend to my friends"
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",John Q,152,14,"we were happy with it for a few month. Last week the glass shattered when my 15yr old stepped on it, it left a couple of cuts on the bottom of his foot. would not recommend."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",EM,85,70,I was skeptical about this at first because I had a similar one (but of a different brand) before and though the weight portion worked the analysis part stopped working a few weeks after I got it so I ended up getting rid of it. The reviews here and a family member that owns this scale are what convinced me to try it but honestly I was expecting the same outcome that I had with the other. I have to say I am actually really happy with this not only does the analysis give more detail than my other did but I can tell this will last because it's better material and the sensors were built into the scale better. If asked if I would recommend this by someone I would say yes.
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Pamela,543,737,"I haven't had a bathroom scale in 50 years. Recently I started trying to get rid of some excess weight and needed to weigh myself weekly.  This scale looks just like my bathroom floor because it's clean glass. It's easy to zero and seems to be accurate.  I clean it off with window cleaner once a week. I leave it tucked under my pedestal sink and pull it out when I want to weigh myself. I just step lightly on the scale and step away. That turns on the scale, which then zeroes itself. Then, I step fully on the scale and it gives me my weight by blinking a few times then gives the weight. Then, a minute or so later the scale turns off until next time.  Easy and nice looking to boot!"
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",WJM KennebunkMe,107,68,"When linked to the Vsync app. I simply pick the device, in this case the scale, pick the app, get on the scale and once the scale finds my weight it appears on the app. I am trying to log my weight on Noom. Sometimes I would forget to log it right away and once I did remember I might have forgotten the weight. All I have to do now is bring up the app and there it is."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",ToppiSF,26,17,"I was initially worried that the scale wouldn't work. But it works perfectly. Very simple to use, battery slot very easy to access. Couldn't be happier. Hard to imagine how/why anyone would give this scale anything other than a perfect feedback score."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",TheDean,83,62,When you go to the box to write your review it has two questions. What do you like or dislike? What do you use this product for? To answer the first question I like it alot. This may seem weird but I only got it about an hour ago but it is an obvious quality product right from opening the box and seeing it for the first time. You can see that the tempered glass is thick and will hold up to the 400lb it says it's capable of weighing. It comes with batteries so you can start using it as soon as you open the box and place it on the floor. You'll have to pull out the tab to make the connection work but that's nothing to deal with. I like the display because it's big and I can see it well without any difficulty. It's larger than I expected. And it was a simple setup. You put it on the floor you put your foot on it real quick take your foot off it turns itself on and zeros out and you get on it and it weighs you. I got off of it and again made myself stepping on it and it came out to exactly the same number the second time so I believe that is at least accurate within itself. I think I answer the second question by telling you I'm going to be using it for my weight control. And speaking of weight control it also comes with a measurement tape also of excellent quality. I probably shouldn't mention that I have bought one other item from this company that I was so satisfied with their return and replacement policy. I bought these digital lanterns and one of them was defective which I wrote them about and they sent me another one without any questions. I had a question and asked him if I should send back the defective one and I said do not bother will just send you a new one to replace the defective one. So in closing I just believe that this is a quality company with quality products and a highly respectful return policy. They stand behind their product for good reason.
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Vegan 26.2,273,88,"I like that this has normal batteries that I have a lot of and not the circle batteries that my last Taylor scale had. It seems to work just fine, it is light and maneuverable and I keep it leaning against my refrigerator just to make sure I don't overeat. But on an organic no oil , super low fat , high fruit and vegetable vegan diet , I can eat as much as I want and my weight varies only a few pounds after running marathons. So the scale is there just to audit, and I like the way it looks. Good price when I bought it, So far I'm very happy with it."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Christina Haslett,42,61,I just got this scale 3 days ago but so far so good. The app was easy to set up. It even came with a little measuring tape which I didn’t realize but it was a nice bonus. The scale is very nice looking and small enough to easily store if you don’t have room to leave it out on the floor. My weight has been totally accurate. The app also has a feature to add a small child and subtracts your weight out to show you the smaller objects weight. I used it to weigh my dog.  Overall it does what it says it does and the quality was great for the price.
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Amazon Customer,4,10,"In the past, all I'd used were scales that seemed to fluctuate in accuracy, be broken easily, require special batteries, and overall were flimsy. This product differs from others I've used and is a fair price at that. Honestly, if I knew how nice a product it was, I would have still purchased it if the price were higher. This scale is easy to use, and I like the glass design. It reads better than past scales I've used, and the weight is read easily, which would make this a suitable scale for someone with poor vision. It does ""take up space"" since it is bigger and more difficult to prop up than a hard plastic scale, meaning you might need to set a space for it to lay flat in your bathroom. I did have a slight problem the second day I got it with the bottom metal ""risers"" which was easily resolved with a re-tightening/adjustment. Best scale I've owned, and affordable at that."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Molly Elkwood,88,45,"Etekcity's customer service is beyond what one would expect -- I was too busy to contact the company to ask for a replacement and then went abroad for months, etc. and missed emails from Etekcity offering to replace the scale. The new one is accurate - if I get on the scale 5 times in 5 minutes it shows the same weight. BTW - This is the second time I am submitting an update. I don't know why the previous submission didn't go through"". OLD REVIEW: ""Wildly inaccurate"" I am disappointed. Depending on where I step on the scale I get varying numbers showing on the display -- the difference has been as much as 4lbs. Within a few minutes having stepped on the scale 5 times, and resetting the scale properly to zero in between the tries, the scale has not shown the same weight twice. I doesn't matter where I place my feet. It doesn't matter what floor surface I have tried it (wood and tile). For someone trying to lose weight a scale this inaccurate is really depressing. The two stars are for general appearance and the large digits and the clear display."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",WildBill,5950,210,"I was really impressed, I was going to get a mechanical scale until I read the disappointing reviews on any that were not professional grade and price so I decided to give an electronic scale a shot. It comes with the 2 AAA batteries and a manual that is very easy to read. (not that you really need a manual)  I have a weight set with 200 pounds of weights so I loaded them on the scale and at 50, 75, 100, 150, 175, and 200 pounds and all were accurate, that is as heavy as I could test as it is all the weights I have, it is also more than I weigh so it was enough for my test. It also has a switch to change to that funky metric stuff if you like that system. Personally I don't want to be weighed in 1,000's of anything (Kg)...  So far I have been real happy with it, the scale lights up and is easy to read while standing on it, I do miss the wheel from my old one spinning but am very happy with result. I thought the glass surface would be an issue to keep clean but it does not seem to pick up foot prints from bare feet. It is also very easy to clean.  Am glad to rate it a 5, easy use, accurate, and comes with the batteries."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Amazoncustomer,71,22,"I bought this about 4 years ago and it has been amazing. Super accurate, and I only had to change the battery once in the past 4 years with semi-regular use. To keep my scale working and in good condition, I make sure to NOT slide the scale with my foot - as a lot of people do. You can slide it too hard into a toilet or a tile wall and then probably break the glass of the scale resulting in a cut. It is super nice because of the sleek design, it looks modern and fits right into almost any bathroom design if you didn't want to store it away. I have lived in a couple places since I have bought it and it fits well in almost any decor. Its also super easy to clean because unlike some scales- it doesn't have little grips for the feet which are a nightmare to clean dust off of. I love this scale. And the tape measure is a bonus! Love it!"
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Jo Ann Groff,22,51,"So, after years my old bathroom scale wore out. Ordered this one as a simple inexpensive replacement, but it is so much more! Extremely easy to set up, has an app that connects my weigh-ins to my phone and tracks progress. You can do much more than I do within the app, but I am happy with the weigh in and tracking. Highly recommend! Also, you don't need to connect to the app if you want to just traditionally use the scale!"
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Ronald N.,59,72,"Have been using it for almost two months now and find it accurate and motivating to use. With the free app it’s records all your weight by day and time etc. it also gives you a BMI, body fat, bone mass and several other body related readings. I personally look forward to my morning weigh ins. Plus it motivates me during the day to eat less and healthier cause you know the scale will let me know each morning how I’m progressing to reach my weight loss goal. Highly recommend!"
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",MissMagnoliaSC,14,63,"I was looking for a basic scale for the bathroom and was having a time only finding ones with too many bells and whistles. I was not in need of a scale that wanted to converse with my phone, tell the fridge to stop feeding me, the stove to stop cooking food and the microwave to not microwave anything either. Just a simple let me step on a scale and see how hangry I may stay that day. This scale is just that. Not fancy, no bells and whistles, does not rat me out to the other items in my home, nor does it judge me."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",winifred,605,212,"My husband and I decided we'd gotten fat enough, and went on a diet. Our old early-digital scale just wasn't very accurate anymore, so we bought this one to measure our successes and failures in dieting. We're very happy with it. Compared to the scale at the doctor's office, it's right on target for each of us, down to the tenths of a pound. It's very easy to use...press down with one foot briefly for it to calibrate itself, then step on. The numbers are nice and large and a bright blue, so very easy to see. There's plenty of room for my size 7 and my husband's size 12 feet to fit on it without crowding the display at all. It's also very stable to stand on, as the flat little feet on it are close enough to the edges that the scale isn't tippy in any way. It's quite low to the ground.  We're happy with how it looks and how it functions. We're both losing weight, also, not that we can credit the scale with that, but it does help to be able to see even tenths of pounds in weight loss, to keep motivated with the diet. We're both down 30 pounds!  I would absolutely buy it again if I needed another one, and would most certainly recommend it to a friend."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Alondra Abreu,87,58,"I can change my bathrooms theme at any given time because this scale is aesthetically pleasing, simple and plain -- it fits in so well. The glass is durable, trust me, it's durable lol -- I have moved several times in the past year and a half and it has survived. It does what it is meant to, weighing yourself, has the option of lbs or kgs, easy to use, and operate. This is my second time purchasing it since I now live in a 2 floor house so decided to put one in the lower floor."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",paladisiac,67,36,"What's there not to like? It's simple, looks clean and elegant, the digital display is easy to read for taller people who don't have the best eyesight and it's easily tuckawayable out of the way (if not out of sight) in the bathroom. The scale comes to a weight rather quickly and i do not doubt its accuracy (just recently verifying the weight it gave me at the doctor's the same day).  The only thing i don't like is that it's easily smudged -- i might not buy another clear scale like this again for that 1 reason.  I'd give it 4.5 stars because of the smudging, but since you should assume that buying a clear, glass scale like this, i'll give it an official 5 star review."
"Etekcity 数字体重浴室秤,大蓝色 LCD 背光显示屏,高精度测量,6 毫米钢化玻璃,400 磅",Eric Lovgren,351,105,"The original scale I received didn't charge. Etekcity sent a replacement. The replacement also didn't charge. This would ordinarily be grounds for a 1-star review and some rather pointed words about the experience.  However... I have to give them credit... After I told Etekcity support that I had thrown away the replacement scale and I didn't want to try again (I also didn't ask for a refund or any other compensation for the experience) they volunteered to completely refund my Amazon order in the form of a gift card AND ALSO send me another scale, without requiring me to return the one I had pitched.  I've been a fan of Etekcity products for quite a while. The previous generation scale I owned worked well. Their smart devices work well, etc. This particular product didn't work for me. I ordered it the first day it was released, and maybe there was a bad initial batch. Or who knows... maybe I just don't know how to charge a scale.  In any case, if you like the scale's features, and especially if you use other Etekcity products, I would consider buying this scale. It will probably work. And if it doesn't, you can either return it via Amazon or work with Etekcity's customer service to resolve any issues.  I'm increasing my rating from 1 to 3 stars because, frankly, I'm not out anything for the experience and they bent over backwards to get a working scale into my hands and compensate me for the hassle."
