product,text
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","After trying other brands and watching my phone fly out or rotate after hitting a bad bump, this holder secures the phone with ease. The key is the lock feature, which prevents the springs from expanding. It does not require any special attachments to your phone and will accommodate a variety of sizes.  Two features to be aware of. First, the lock is pretty strong and sometimes takes a lot of pressure to unlock. I think this is good for keeping you phone in place but it does require a good tug. Second, I have a Pixel 5a that unlocks using a fingerprint scan at the back of the phone. This becomes inaccessible while in the cradle so I need to use my pin instead. Not a big deal but I have gotten rather use to the fingerprint unlock."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Wow this thing is awesome. Was hesitant to mount a phone holder on my mountain bike in case things get rough on the trail, crash, etc but this has worked out great. I moved to a new area and don't know these trails, so I like to either have the map open on my phone as I ride, or at least have quick access to it. Having to stop riding and get my phone from my bag is a super minimal inconvenience, but enough of one that I bought this.  So far I've ridden some pretty rough/bumpy trails on my hardtail and there has been no slipping, no turning/moving, no creeping up the handlebars. I haven't done any big jumps or impacts, but I'm really impressed with how well this held my phone in place and stayed where I mounted it on the bar. I also REALLY like the lock feature on the back; I was worried a hard bump might knock my phone out of the holder but that solves that worry.  The only downside I would note is that it does stick off the bars a little more than I'd like; I would prefer a lower profile. Just feels like if you wrecked or went OTB you're at risk of hitting it and/or damaging your phone. But, that's just part of the game. It's a great design and I would definitely recommend it for standard mountain bikers wanting to have quick access to map, strava, etc. Hardcore downhill riding or excessive impact could be too much for this thing, but I think it's an awesome accessory."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I've had one of these for a couple of years and in the meantime, because I'm always looking for something better, I've tried out an embarrassing number of different phone holders. I couldn't find one I liked better than this one. So, I bought another one.  This one is so easy to pop your phone in and out of, and I've never had a phone accidently pop out, despite the fact that I don't use the lock feature.  I ride on a fairly bumpy, but paved trail, so I can't speak as to how it would perform on a rough mountain bike trail, but my guess is, with the lock on it would do well.  I have an iPhone XR with a fairly robust case, and it fits in the holder just fine."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","This is one of the best phone holders I have ever found. I am using it to hold my phone on a expandable camera pole. I operate the camera wirelessly by the phone.  The clamp is strong, adjustable and comes with three rubber straps that you fit to your mounting tube. The ball/socket holds very tightly but still allows for minor adjustments. The best part is the phone holder. It is the best I've used. It opens easily by pushing on one end. The other end slides and opens at the same time. You put your phone in and it closes on both ends. I have a Samsung S9 and an iPhone XR. Both are in Otterbox cases. The plastic arms of the holder fit over the front edges of the case. This holds the phone completely secured. I have not found another holder that does that. There is also a lock on the back side of the holder. I absolutely recommend this for anyone using a larger phone with a case. It is perfect!!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Nice design and features, but I managed to shear off the mounting adapter on day one by hitting it just right, with my knee... not a complaint, just a warning. My fault it broke, so I bought a second one to give it a another try lol. Mounts in 5 minutes, easy to position, and holds the phone very securely, whether you ride on smooth surfaces or off road. Best part , the holder will work with my phone in its Otter case...a little snug, but it fits. I’ll add an update once I’ve had it in use for a week or two."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","So far this is the best and most secure phone holder for my bike. It just fits my Samsung 10 Plus size. It can be swiveled from vertical to horizonal while riding with a turn of the wrist. It has a locking lever on the back of the holder you engage to make sure the holder stays snug against your phone so it cant accidentally be released. I like that feature. My last holder didnt have that feature and thats the main reason for buyingbthis one. Best of all it secures to your handlebars with a quick release, so easy to take on and off and tighten. I would highly recommend. Seems substantial compared to my last one. The arms that retract to fit your phone are made of some type of metal compared to being plastic or rubber. Give it a try!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","This product is really good for its purpose. I know the purpose is as a phone holder, but also wanted the ability to take pictures/video facing forward while biking. With this model, there was a large line due to the arm extension that comes out as you expand it to fit the phone in the holder. Overall fantastic otherwise and it still is a 5/5 product!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","This is a great phone holder... it’s sturdy, adjustable and it has a lock to secure your phone in place once it’s mounted. The install takes a bit if patience because you have to determine how many of the included rubber shims you need to use to secure the holder to your handle bars but that’s an acceptable trade-off for a secure mount. For this reason I would recommend getting separate holders for each bicycle because you probably don’t want to deal with removing and reinstalling it all the time. Secondly, the lock feature is a nice feature but it takes quite a bit of hand strength to engage or disengage it. Someone with low hand strength might have a problem with this. If you’re willing to deal with these couple of minor issues it’s a great product that gives your bike a secure and super convenient smart phone display."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Edit: The company reached out immediately after my review below. They sent me a replacement of a newer model that came VERY QUICKLY. This mount is awesome! I have it on my motorcycle, and I completely trust it. Holds on tight and doesn’t vibrate while riding. I am very impressed by this product and by this companies customer service. I will 100% recommend this to any rider out there!  Original review: I received the product promptly though, it was missing the piece that you screw into to tighten it down to the handle bars. Rendering it completely useless. I was not aware until after the return window since I didn’t open it immediately."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I was initially very happy with this phone mount, but no more. I use it on my bicycle on the bumpy streets of New Orleans, and the iPhone X has popped out multiple times while going over bumps and even once while just going down a steep decline from a bridge. On that one, the screen cracked, so now I have to go get it repaired, which even with AppleCare+, is going to cost me twice as much as the phone mount did. I’m going to purchase a phone mount that has rubber straps again this time. I would not recommend this mount unless you have a very smooth ride, and certainly not for any motorized vehicle."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I got this for my mountain bike. I was worried that it would constantly be slipping on bumps but it doesn't move at all unless I intentionally move it myself. It's very adjustable so you can fine tune the angle to which your phone faces you, great for Face ID. My only complaint is the lock slider is really difficult to slide into the locked position. I've got good hand and arm strength and I still struggle with it every morning. Sliding into the unlocked position is not a problem. Overall though, I am happy with the fact that the mount doesn't move at all when I hit bumps and jumps, so I can't complain too much."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I've tried several phone holders for my bike and none of them worked well until I got this. The best part of this is that it actually grips and holds your phone securely even if your phone has a case on it. Mine is the iPhone 11 with case and this holds it tight. The installation was easy and it comes with spacers to accommodate various diameters of handlebars. When closed, it does not cover the phone screen. The 'lock switch' which you activate after inserting the phone to prevent the holder from opening up, is this device's weakest feature, as it is VERY hard to move into the 'lock' position. Actually, I find that this lock/switch is unnecessary. I ride on the street but have hit plenty of rough spots which shake the bike - but the phone stays put."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","This works just fine for me. I don’t really have any issues with the phone holder.  The only thing I want to inform people on is it doesn’t seem to tighten down strong enough to not move at all. By that I mean when strolling the neighborhood it doesn’t move but can move fairly easily by hand for repositioning. I have not had this thing bounce around or move on me without me purposely moving it.  Overall it’s a neat accessory, fits a 12 pro max with average case on and has a functional locking feature. It’s just an accessory for a bike that I use to control music on my rides or check distance nothing too fancy. I would recommend this as a good priced holder."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机",Bought this for my Tracer 900 GT which I ride semi aggressively and it has worked great. The two things you have to pay attention to are if you engage the lock on the back of the holder so you dont try to rip your phone out of the holder when you are wondering why it wont open. You can pull hard enough that it will still open even with the lock engaged but only if you are really pulling on it(done it when in a rush). You can ride without the lock in the back engaged as the spring tension is pretty strong itself to hold your phone but overall Im paranoid so I always engaged the lock. The second thing you need to know is to make sure your phone is completely centered and seated in the holder which becomes second nature once you do it enough. If you do that it cannot fall out. Would buy again and will buy again when I grab a bicycle.
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","This phone holder seems really great! It was easy to mount, the inside rubber pieces can come out so you can get it to the exact right size for whatever bar you're mounting it to, the clips that go around the phone itself are sturdy, it expands when taking your phone out or putting it in, then contracts to hold it securely in place. It can rotate and adjust up or down, so you can angle your phone while it's still sturdily held in place for use. Great product! We will see how it lasts over time, but I am impressed thus far!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机",This is a solid bike mount. It’s fairly easy to mount with the only difficulty coming from the shape of your handle bars and the positions of your brake and gear levers. It has a lever that clamps the mount into place. Depending on your set-up your cables might be in the way of closing this lever. I had to loosen and move my brake and gear levers out of the way to get this mount into place. You should only need to place it once so this wasn’t too much trouble.  Once it is in place all is good. It’s easy to put your phone into the mount and take it back out. It just takes a couple of seconds. The mount also swivels so you can get your phone at the angle you want and it holds your phone very securely.
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I was so suprised when i took a chance on this phone mount. I originally put it on my mountain bike and it worked very well. After using it for a month or two on the mountiain bike, i put it on my motorcycle and regularly hit the highway doing 60 and up. Phone mount never moved, just bounced around a little but i was not expecting it to be able to keep up like it does. I don't beleive it is rated for motorcycle use but it has not failed as of yet but i can see a few cheaply made parts that might give if i am not careful. ALSO, the lock on the back can be a bit of a pain to lock and unlock. Do with that what you will."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I recently started geocaching so I need to be able to see my phone while riding my mountain bike (Myka; Specialized). When I opened the box, I was immediately impressed w/ the quality of this item. Putting it together was easy. The directions are well written. It did take me longer than anticipated to get it situated on my handlebar tube. My only suggestion is to NOT trim the rubber inserts for a custom fit. Start out by taking out the longest 2-3 then situate the remaining ones so that they fit the curve/bracket. Save the long ones in case of future wear/tear. I have the iPhone 11 in a clear Speck case and case and all fit snugly in this mount. Again, very pleased w/ this purchase. Easy to adjust the angle and stays in place. I'm also able to keep my bike bag on the front as well as my computer mount and I still have room for my light. I have already recommended this to two other biking friends."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I use this phone mount on my Electric Moped, and with this product installed for 650 miles, I have had zero problems.  What initially drew me to this product was the ease of placing and removing the phone. Its a one hand operation where I simply push my phone against the top plastic piece, and the case opens up allowing me to slip my phone in.  This mechanism seems to be very robust, and I have had no issues with the phone even moving inside of the holder. This product does come with a little switch on the back to lock the phone in place, but I have never used it and have had zero problems with just the friction fit  another feature that I was looking for was an unrestricted view of the screen while riding. Other products have clasps that may interfere with your view of the screen, this one allows you to see everything, helpful when your using a map to get home.  My one wish for this product would be a metal mounting point. It uses the common ball and collar system so you can find your perfect angle and then tighten down a collar to keep it in place. Because of how you have to insert the phone, it pays to have your collar really tight so the mount doesn't move. This products mount is plastic and I have some anxiety about overtightening the collar, and subsequently snapping the plastic.  Overall this product has perfectly matched my expectations and has been an intuitive and easy product to use, while also offering excellent security for my device."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机",I bought three of these. Two of them went on mountain bikes and one on a beach cruiser. I really didn’t think they would do good in a salt water environment but they held up better than expected. They were all exposed to salt water at the beach and ruff road conditions. They will move some if you hit a big enough bump but the phones never fell out and they didn’t move much just enough to notice. My kids like them and used them every time they went for a ride.
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Finally, after trying two other low-priced phone holders, I found the one that actually works! I kept thinking, ""How hard is it to make a stupid phone holder for my bike that holds it still and won't spill it on the ground?"" I have found really solid holders that cost three times as much, but this one is s.o.l.i.d. I've been on two rides with it now, and my phone has stayed put.  It's pretty quick and easy to install and super easy to put my phone in and take it back out. It has a security lock, but I didn't even use it on today's ride.  I ride on the street and paved paths, so maybe if you ride off-road you need something more robust, but I go over many bumps on my ride and my phone stays put. Great product!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机",I just received this today and mounted it on the cross bar of my electric bike. But I could have mounted it on the handle bars also. It fits almost any bar by removing rubber pieces to help it fit. I usually don't write reviews but I really like this holder. It is spring loaded and I have a Samsung Note 9 with a otterbox on it and it goes right in. Than it has a switch that locks the spring load so it can't move. A really great product so that I can listen to podcasts while biking. I just like products that work really well. After I have it for a month I will try to come back and write a follow up.
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机", When I like about it is that it doesn't bounce around when you riding the bike at home phone in your family and you can move it around sinus trouble so it's pretty important to have on me for playing music taking a video of your trip never being able to answer your calls when you're on your bike I'll give it in a 12
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Ive only taken delivery of this item tonight but i am impressed. The Roam i had which cost more had those rubber stretch bands and it blocked the corners of my phone stopping me from getting to the back button on my phones bottom right corner and interfering with the sound control on the top left. This one allows me to see the whole screen, has a really nice cam style locking clip and is just a mile better. Build is sturdy and attractive, Not often i review on the fist day but this item has impressed me. Would recomend. BTW I have a Samsung Galaxy S7 and it fits perfectly so would a lot bigger phones and even quite a bit smaller."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I’ve been looking for a truly sturdy and one-hand operation phone holder, this is the answer.  Not only it’s well built, also I found the spring is strong enough that I don’t even have to lock it with the red button on the back. And I’ve ridden anywhere from Green, Blue, and Black rated trails, 8’ dips and small to medium size drops with my iPhone X on this mount without locking. No movement and no issue at all.  You just have to really turn the dial ring to the absolute tightest to prevent the phone to dip. Once set, you can still tilt it slightly if needed without it dipping. Truly a 5-star phone mount. Fits my 29er’s bar."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Overall, a good phone holder.  Phone: Note 8 size: large  I have had a few weeks with this phone holder.  Installation was easy. A bit tricky with the foam padding but I was able to install on my first try.  Once fastened to the bar, the clamp keeps it in place. The phone does tilt from position based on the terrain. I really like the lock feature of the phone holder so it stays clamped.  After several weeks of use I am happy and look forward to many more rides with this phone holder!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","like the open front and that there is nothing in the way of my screen. The open sides make accessing all side buttons on the phone an easy task, everything can be done on the phone with it securely in the holder. I use this on my motorcycle and have been on the highway and phone is still secure at 65mph+. I would recommend this product, it is as described, and easily installs and takes up minimal room on my handles bars, I would say it would fit almost any size of bar as it comes with removable rubber pieces inside the circular clamp. Has an adjustable head mount so u can position your phone easily for sun glare. Installs in less than 5 minutes, and can be just as easily removed and repositioned to your liking."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I've had a couple of other cell phone holders that turned out to be just junk. Admittedly, I haven't given this one much of a workout, but it installed easily with the rubber handlebar spacers. The phone goes into with one hand and it doesn't cover any of the phone's controls. It is a clever design and seems sturdy. It even has a lock feature that keeps the phone locked in place securely, although the spring mechanism seems pretty secure by itself. I haven't had a chance to ride with it yet, but I'm looking forward to it. It will be great getting to use the phone's GPS when I'm traveling."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","So far this phone holder has held up pretty well to 80-90mph winds on my motorcycle. The only down side to this is, I had to drill a hole in the bottom to run a power cord up to the phone. Otherwise, for bike or motorcycle this is a good holder for the price."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机",This mount replaced another mount that used rubber strips pulled around the corner of the display. The problem with that is that the rubber band covers the charging port and it is difficult to get the phone set up. This one allows charging while using. It fits my iphone 12. Easy to get the phone in and out. Holds phone securely. I have tension such that I can change the phone angle some to remove glare from the sun. I like it.
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","This is a really nice phone holder! Note that it is limited to the size of the handlebars so be aware before you buy. I ended up putting this on my wife’s bike and she love it. Super easy to install, easy to put the phone in and take it out, but sturdy enough to hold it in place even when riding over uneven terrain. The locking feature is a nice add-on but the springs keep a solid grip on the iPhone 12 Pro Max so haven’t had to use it. Could he helpful as a security feature when stepping away from your bike for a few minutes but not removing your phone. Overall a solid phone holder!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Bought 3, 2 with clamp and 1 with wrap around mount. I like the jaws version better. Harder to install though because the ball is bigger than this one and takes some proper alignment to get things going. The standard wrap around clamp was easier to install. Had a magnet mount in my truck with an adhesive ball mount. Replaced the magnet with one of these to keep phone secure on rough roads. THe balls are universal across brands. Using on 2 other motorcycles, one off road and one street bike. I like better than the RAM X-mount"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","My phone didn't fall off a single time during the 556 mile, 3 day off road ride on a WR250R. It survived single track, double track, 8000 feet of elevation change, river crossings, jumps, rough trails, high speed and falls. It does not fit a bar with a cross brace well but that isn't the mount's fault. It fit much better after the trip when I changed to the ProTaper bar. The phone it impossoble to get in and out of the bracket with riding gloves on but that is kind of the point."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Previously had a phone mount which I thought I liked but had to replace it, and this one is actually much much better. Don't have to worry about putting the rubber thingy on my phone like all the other ones. Very easy to use, sturdy, and high quality, this HAS TO BE one of the best if not the best phone mounts at this price. Soooo easy to put on and take off the phone with one hand and I never have to worry about the phone possibly coming out. I use it while delivering food on my bike and it has made things so much easier. I was worried it wouldnt fit my phone since I use a small Iphone with a very thick durable case that didnt fit well with other mounts, but due to the smart design of this mount it is able to fit in it perfectly. Great product!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","So this seemed the best holder for my purpose. I mounted it on my scooter and so far, it seems to work ok. My only problem is the plastic screw portion that tightens it to the mount. It’d be great if these things were metal so that I could really torque it down but such is not the case. The body of the holder seems to move too easily when it’s tightened as tight as I could get it. I’d recommend it but I do wish it were more secure."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Put this on my Mtn Bike, very secure and solid. From the pump track to the mountain trails, and jumps this hold my Samsung 10+ secure. No vibrations or unwanted movement. I have a fat wallet style case that holds about 6 credit cards. I do have to take out 3 cards for a proper fit. But this is not a worry, because I do not need CC on the trail. But now my music and maps, and phone sit perfectly on my handlebars. Built solid to last, no rubber/silicone to stretch out or break."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机",This phone holder is easy to use and seems rugged. It holds my iPhone 11 in an Otterbox securely and with little vibration. It took a little fiddling to get the right combination of spacers for my handlebars and the comments about the clamp interfering with other cables are accurate. I found I could fasten the clamp then rotate the whole assembly on the handlebar. It also helps to orient the clamp lever so that it closes to the rear.  I ride my bicycle on relatively smooth trails but I see no reason that this mount couldn’t handle some bumps.
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Fantastic design - holds even the larger phones securely and stays in position. The adjustable ""padding"" in the handlebar attachment makes this very versatile for different handlebar sizes, as well. Installation was surprisingly simple, so I am able to transfer it from motorcycle to bicycle easily and quickly. The lock feature is a bonus (and likely not absolutely necessary) to hold the phone tightly over bumpy terrain. I did the research, read the reviews, and I am very pleased with my choice!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","This was perfect for my ebike. I have another of the usual ones where it has the band over the 4 corners and I much prefer this mount. Quick in and out with one hand, locks up solid, and I can access all buttons and full screen with nothing blocked. Phone is a Moto G6 but very common size and button layout to others. Overall very happy with this phone mount. Will pick up another for my wife's bike!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Have only had it installed a few weeks and maybe a half dozen rides. My phone is a samsung note 9 and it fits pretty good except for just once in a while when it clips in just off of center. It's in tight, not easy to move it to correct spot, so I don't bother moving it until my next ride when I pay more attention to how I push it in. Easy to install on a Harley handlebar and phone can be reached without issue."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","This has been a great phone mount. I originally bought it for my motorcycle and loved it so I bought a couple more for our bicycles. It's easy to get my phone in and out compared to other mounts I've had. This mount seems to be study and doesn't vibrate much at it's easy to see/operate the phone if needed. The only drawback is that it's hard to get to the fingerprint sensor on the back of my phone, so I have to use the password or unlock and put it in navigation mode before I start riding."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","Picked this phone holder because I liked that the mounting clamp was slightly more difficult to install or remove yet secure and stays tight , to prevent some jerk from easily walking off with it. Also, after reading reviews from all the phone holders, many breaking off at the plastic ball mount I liked that this one protected the corners of my phone with bigger wider spring loaded grips just in case it breaks off someday after age or vibration fatigue. What you don't see in the pictures is inside those grips is vibration absorbing softened material which Is a great design feature. Used it once on a comfort bike on a railroad trail and over a few curbs and will probably buy another one for my wife. We use Samsung Galaxy phones."
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机",I have ordered several phone holders with the rubber band style holders. I have never felt they are secure plus they wear out. This unit “clamps” the phone in place and then you can click to lock it. I am so pleased with it that I ordered a second and will soon order a third. I highly recommend this product and would strongly suggest it over the more common rubber band style.
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机",This was my third purchase of a cell-phone holder for my road bike. The other types I purchased (different brand) did not last long as the ball-and-socket assembly developed cracks over time before shearing off completely. I have had this for several months and have no complaints thus far but have held back in giving a higher rating until I have more time to assess its sturdiness. It is easy to install and lock too in case you were wondering!
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I have Cerebral Palsy and I use a wheelchair. I always been looking for a good holder for my note 10 plus. I went through many holders over the years. I had a metal holder about a year and it was a good holder but the edges were not high enough for the otterbox! I also put velcro on the back. It held it. However, I have spasms and sometimes when I have a spasm and my hand hit the phone and it flown off the velcro. Luckily the otterbox always saves my phone. When I received this holder and my friend put it on my chair, I was totally surprised how easy to be installed! No tools needed and held my phone! But it was hard to put my phone into the holder because of the otterbox. However, it will be easier each time because it will ware down the tough plastic. I highly recommend this holder for anyone who is traveling to everywhere on bikes, motorcycles and wheelchairs!"
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机",This is the third of various holders I have purchased and this is by far the best one. Everything about it is better especially the clamp. I had issues with the others coming loose because I just couldn't get them tight enough with the little knob twist. This one has a clamping lever for additional leverage which is the key. The clamp for the phone is better too. Quick to set in and remove ... Nice and secure. Spend the extra few $bucks and get this one.
"自行车手机支架,摩托车手机支架-Lamicall 摩托车车把手机夹,摩托车手机夹,适用于 Phone 11 / Phone 11 Pro Max、S9、S10 等 4.7 英寸 - 6.8 英寸手机","I usually don’t write many reviews, but when I do, it’s on Amazon for something special. Whoever is behind this phone mount, hit the nail on the head. From packaging to engineering of the phone mount/holder. The packing is excellent, even though not important to the actual product inside, it is nice to see the quality before you even open it. The mount works extremely well, the materials used are thought out, and the design/mechanism is fantastic. I have phone mounts from big names, costing six times as much as this one, yet this particular phone mount beats them all. Stop looking, stop reading more reviews, that’s the mount you want. It’ll fit literally any tube/pipe diameter you could possible have on your vehicle, secure and without scratching anything up. I use it on dirt bikes to tractors, and it holds any phone you might have, even with case."
