product,text
"精华 | Lash Princess 假睫毛效果睫毛膏 | 不含麸质,无刺激性","After using Lights, Camera, Lashes by Tarte for the past year, I got tired of breaking the bank over mascara. My sister suggested Essence Lash Princess False Lash Effect and I IMMEDIATELY fell in love. It provides dramatic length and great volume. I can honestly say I can’t stop looking at my eyelashes in the mirror every single day because of how awesome they look. Also, it is very long wearing. I go from an 8 hour work day right to the gym and sweat like crazy...and this stuff doesn’t budge! I love it!!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","Ive been using this product for over a year...I LOVE IT!! My lashes are so long and have become darker...when I wear this with my good mascara, people always ask if I have falsies on-and I'm a blonde!!! Highly recommend, especially for us gals over 40 who need some thickness and length to our lashes..."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性",This works very very well only problem is it can cause darkening of the iris & some other issues. It does make my eyelids a little dark the morning after but it fades once I stop the serum. I try to alternate it w/a lash serum w/o a prostaglandin in it. Pls check the side effects of this ingredient b4 buying a serum with it as an active ingredient!! Prostaglandins have serious side effects! Then decide if ur willing to risk this for longer lashes. I lost my lashes thanks to extensions. I don’t care what any lash artist says extensions will DESTROY ur lashes in due time if u wear them constantly! This serum saved my life! My lashes are now thicker & longer than ever but my green eyes are much darker /duller now bc of this serum but I knew the risks when I made this purchase & it doesn’t have as much as latisse.
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","The short review: This stuff works. However, it takes a couple of months of persistent daily use to see a change, and 3-4 months to see big lashes.  The long review: I'm a ginger kid with short, blonde lashes. I had lash extensions professionally done for about 7 years, but my person moved. I decided to try doing them myself with lash tabs, which worked well until I tried a different glue that caused a bad reaction. After that, my lashes were basically non-existant bc so many were broken or pulled out. I had too little lashes left to even use mascara at that point I decided to try Grande Lash. I read the directions and reviews and knew going into it that there would be no instant Gratification here.... but persistence paid off. The before and after picture shows my lashes after about 1 month of use, then again after about 3 months of use. (Also. My lashes were home-dyed in the after picture.) I'm at about month 4 now, and my lashes are continuing to improve!!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","For most of my adult life, I have had very short, thin lashes. In recent years they've been too sparse to even apply mascara. Have tried all sorts of lash serums that are supposed to make your lashes grow, but none of them worked. Worse, some had to be applied twice a day.  I actually did try Latisse once, but that was a huge waste because that product encloses about 60 separate little brushes. You're supposed to use a new brush every time you apply the product. Those dry brushes absorb too much of the product, so I ended up just putting the drop on my fingertip and applying to my lashes that way. Had to give away or throw out all the brushes. Worse, you have to get a prescription for Latisse, which is absolutely RIDICULOUS!!  To my great surprise, GrandeLash-MD actually worked! After about 6 weeks, I started notcing my lashes were a lot longer. This time they actually looked good with mascara applied. Plus the product is once-a-day application with the brush built right in (the way it SHOULD BE) and you don't have to go to all the expense and hassle of going to an eye doctor to get a prescription."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I've always had really long and thick eyelashes but about 10 years ago signed an eyelash and then with wear and tear from years of being a business professional and layering on mascara 24/7 began to see my eyelashes thin out. Been using this product for a year now, 3 nights a week and my eyelashes are back to what they were at their best.  The serum does take some getting use to because if you get it in your eyes it does burn a but initially. I have severe allergies which it has not made worse and blue eyes which it has not darkened."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","This stuff is a miracle product. I rarely write reviews but I really was compelled to because I LOVE this product. I started seeing results after two or three weeks but now, after consistently using it daily for three months I have eyelashes that look false ( or like extensions!) I am beyond pleased. My eyelashes used to be short, sparsen and I was missing lashes on each corner of the eye. Not only did it make them thicker, it made them grow back in the corners and they are SO long my son told me today I may have to cut them at some point because they are almost touching my eyebrows. Lol. I just thought I’d have to accept that I’d have shorter sparse lashes because I’m getting older, but I will never have to because I’ll never be without this stuff!! The trick is be patient, be consistent and make sure to cover the entire lash line. I sort of feather it on to the outer lashes too. It worked way beyond how I expected it to."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I honestly wasn’t expecting this. I was sick of using mascara, fake lashes give me unnecessary stress, & extensions are too expensive. My lashes have always been short & stubby so when i heard about Grandelash I was a bit skeptical at first but after only 5 weeks of using this serum I’m seeing great progress making me hopeful that I can have lashes that I don’t have to work for.  I didn’t even realize how much of a difference it made at first (I’m kind of impatient) but after a month of using it I’m seeing some amazing results. Can’t wait to see how they’ll look after 6 months!  I highly highly recommend this. ❤️"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I stopped getting eyelash extensions and was looking for something to help get my eyelashes back in good condition. I am so impressed with this lash serum! It’s really hard to get in a photo but my lashes are so much thicker and longer. I paired this with a lash tint mint, also on Amazon (https://www.amazon.com/Godefroy-Professional-Natural-Black-Applications/dp/B000AS45KS/ref=mp_s_a_1_1_sspa?dchild=1&keywords=lash+tint&qid=1623249292&sr=8-1-spons&psc=1&smid=AJLB35BD2L83X&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUE0N1c3SVcxQ0RDUlImZW5jcnlwdGVkSWQ9QTA5MzkyODIxQUFCWU1DUllWN0JCJmVuY3J5cHRlZEFkSWQ9QTA5MjgyNTExOERVV0dFT1QxREY0JndpZGdldE5hbWU9c3BfcGhvbmVfc2VhcmNoX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU=) and I am not missing my lash extensions at all! I use this once daily at night before bed."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性"," Worth the money I promise you!!! If you are consistent with it, it works so fast."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I’ve used Latisse for 13 years. I was always scared to try something else. I finally stopped using latisse and as expected, my lashes became short and sparse and barely visible. I thought I would try this after hearing great things. This took longer than expected to show results for me. I think about 12 weeks...but wow! Never have I ever gotten results like these. The pic doesn’t do the results justice. My lashes nearly touch my brows. Never had that ever happened with latisse. Also, unlike latisse, this adds volume for me. I’ve been using this since July or august. I still see increased volume and growth with every passing week. Definitely worth it. Yes, it does sting at first, but your reaction will decrease and it’s totally tolerable, unless you’re especially sensitive. I order here and the grande lash site."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I’ve always had short lashes, no matter how much mascara I would use , or curl them, they were still short and not full. I started using this product since 2/14/2021 and my lashes are so long even without mascara and curl on their own. When I apply mascara they look fake! I absolutely recommend this product. Doesn’t irritate my eyes either. Great buy!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","So much better than I had thought. I really thought that nothing would work outside of a prescription or Latisse. Not the case. This actually really works well. So I purchased this in mid-April '18 and by mid-June I had noticeably longer lashes and by July I can honestly say my lashes are so long and pretty!!! So it takes a full cycle but it's so worth it if you have really short, stumpy lashes. Mine were both really short and very, very thin. Now, I don't think that it has made my lashes thicker per se but the added length and then adding mascara really makes them look lush. I'm sold! I will be buying this again and again. Other notes: I'm really bad at remembering to put in on every single day even though it states to apply once every day. I just forget - and still, it works! Lastly, when I accidentally over-apply it - it does bother my eyes just a little. It doesn't last long but if you are really sensitive and over-apply it might be troublesome. I RECOMMEND THIS 100%"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","In my youth I was blessed with full, thick lashes. In fact, I remember wearing my shades further down my nose, otherwise I couldn’t blink, bcuz they were so long. True story, don’t judge. Then At 52 yo I was noticing my lashes were starting to look very thin and lighter in color. My friend, who does lashes, eyebrows, etc., (as a professional) told me about this product. I did not want to “ have them done,” so she told me about this product. I posted these pics, no makeup or anything, and you can see how great it works. I wish I could say I was diligent about following directions, but that wouldn’t be true. Just passing this on to anybody that is looking for this type of great product- since there are so many out there. Another friend of mine used Latisse (sp?)) and it too worked well but she said, the minute I stopped using it, it was almost immediate she noticed they were going back to how they were before. I stopped using this over a month ago and plan to buy more just so I will have it if and when I may need it. Hope this review helps someone."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","This works and I can't believe it. I'm 53 and have done extensions but hate going to the appointments. Taught myself how to put on fake eyelashes during COVID but got kinda tired of doing it. I don't follow the instructions because working from home I don't have makeup on most of the time and sometimes I'm too tired to wash my face at night. I put in on whenever I wash my face and even before on put eye makeup on. Hard to get a good photo. Love having bottom lashes now and I think it looks funny having huge top lashes but I know its in style for the young ladies. I learned about Grande because I met a woman and couldn't believe how long her lashes were and she told me about Grande on Amazon. Have been using since September and I had tiny stub lashes. Now even when I don't have mascara on it kinda looks like I do. Buy it and be patient, it works, still can't believe it."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I would like to say I used it daily, which I did in the beginning, but then I would start to forget. So after a few weeks, I probably was remembering to use this product on my top lashes 3-4 times a week. After about two months suddenly I realized my top lashes were much longer than they had been and my bottom were longer too. Then a few weeks later, my top lashes are brushing up against my reading glasses! This past week, riding in the work elevator, a manager from a different department was commenting on how great my eyelashes work. I've had this product 2 1/2 months and only used it half of the time during the week and still I have gotten great results. This is a keeper product for me."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I used that popular MLM ""Booster of Lashes"" for a few years (with good results) before deciding the price was too frivolous. I took a chance on this one and at a fraction of the cost it's given me just as good lash & brow growth! I have the 3 month supply and started noticing the changes around 2 months.  Now definitely going to buy again, but deciding between the 3mo and 6mo sizes... My friend who previously sold me the other stuff believed that its effectiveness ran out somewhere around 4-5 months after opening the tube, and I assume the same logic applies here so I'm leaning toward another 3mo supply. The one downside with this size is that the smaller tube has a shorter brush/wand, making it a little harder to apply than if the wand was full size, but still manageable."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I was trying to wait for the recommended 3 month period to see full results before writing this review. But then I thought of all of the people hesitating to make the purchase because of doubts and I figured that I would write it now because there is no time to waste when you are going to get the results you are looking for! And, this product for sure delivers! I am your number one skeptic on just about everything, especially products that claim to defy or enhance nature. Grande Lash MD really, really grows your lashes and also thickens them. I saw improvements begin around the 3rd week! No exaggeration, I have not had my lashes look like this in 20 years,( unless I paid for them)! It is worth mentioning that ever since childbirth, I have had challenges with hair regrowth. A lot of women do. And my lashes were something that changed. I had zero confidence in any product working so I had them professionally done. Until Covid. I am so glad that I decided to try this product. I hope any of you experiencing thinning eye lashes will try it and have the same results! Now, let’s tackle those brows!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I started using GrandeLash as a last ditch effort after lash extensions left my eyelashes damaged, thinning, and stubby. After consistent use for 3 months, I am overwhelmingly pleased with the results. The formula did occasionally cause my eyes to be a bit itchy or dry but not too terribly (and I have super sensitive eyes and skin.) Overall I highly recommend this product!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I would give this more stars if I could! When I was about to run out of the other long-lash formula I used to use and I knew I had to go to a dermatologist to buy it (as I’ve been doing for years) and pay a lot more for it, I decided to check out Amazon in case there was an alternative. There were many!  I picked Grande and I’m so happy I did. It goes on perfectly with the brush that’s attached to the cap, I haven’t lost a single eyelash and it’s doing its other job: My lashes are staying longer than they would be without it.  The container is as pretty as you see here in the photos and I really like that it looks like it’s a tube of lipstick so I don’t have it hide it from my significant other: Why let him know my eyelashes are only this long because of Grande Cosmetics?!  One other thing: Because I'm a natural blonde, my eyebrows are too light so I brush the serum on them too. It makes them a little darker and more natural looking."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性",I have tried 2 other lash serums with no luck. I got this hoping that third time would be the charm and HOORAY!!! This one really works. Pics are before after 8 weeks and after 12 weeks with mascara. I didn't have enough lashes to wear mascara for years. This is a miracle. I actually have my lashes touching my glasses they are so long now. I am recommending this to everyone I know. I keep whipping out my phone to show friend the before pics. Without mascara my new lashes are coming on black and a coworker thought I just started wearing makeup when all I was wearing was my new grown in lashes. Worth every penny.
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","Works.  I noticed after about a month that I was losing less eyelashes. Now the ones I have are fuller, healthier and darker. These photos both have no makeup, although lighting is a bit different, you should get the idea. I also started a new skin regimen at the same time I bought the lash serum, also working well. Ha.  UPDATE: Was getting my eyebrows waxed and she commented, ""Your lashes are so pretty!"" So that was nice. It's December now, I've been using for 6 months, same tube. Hasn't run out yet because I've stopped using daily and just use when I remember for upkeep."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I was skeptical to use this product after a friend raved about it since my eyelashes were so damaged from having eyelash extensions for 8 months straight. COVID hit and I let my false eyelashes fall out on their own. I was in search of a product that would promote growth and thickness. I am so happy with the results! I applied the serum every night and after about two weeks, I could definitely see a difference. My eyelashes are noticeably longer now. Two of my friends recently asked me if they were extensions! I of course told them about this amazing product. Just be careful when applying at night not to get it in your eyes since they will burn a bit. I ordered a second tube of the serum, but I still have some left from the first bottle, which is meant to be a 3 month supply (it’s lasted a little longer). With the threat of COVID still present, I can’t see myself going back to eyelash extensions. I will continue using Grande eyelash serum instead. It’s safer and more cost effective!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I am 44 years old and have three young children and my once long eyelashes were starting to look pathetic. I bought this thinking that there was a chance I might have some results, but I had no idea how insanely incredible the results would actually be. The first month was frustrating because, despite applying it every night before bed, I saw no difference. But I kept on and now, three months later, my eyelashes are long and full and they look fake. They are so amazingly feathery. I will never stop using this product!!! #SuperFan"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","It really actually works! My lashes have always been so thin and short - within 2 months or so after using this product every day they are so much longer!!- I can’t believe it! I will get these mascara marks from the ends of my lashes hitting my upper eyelid -that has never ever happened in my life cuz my lashes were always way too short to ever reach!but OK Ya they did irritate my eyelids a bit at first for a few days but nothing too bad- I just kept using it everyday and it quickly went away. Pain is beauty anyways! and 100% worth that little bit of minor pain for the results!! I’ve never used any kind of beauty product that actually produces such great accurate results as the product claims, truly amazing!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I am genuinely shocked how well this works! I purchased after seeing several people on my Instagram share their success with this product. Although I did experience a little redness and irritation within the first week or two using the product, I contribute that to it changing how my eyelashes are growing!  My eyelashes before this product were starting to fall out and look thinner but after, they rarely fall out even if I have to rub my eyes, the length has been incredible! My fiancé even asked if I was trying fake lashes because they are so much longer than they used to be. I would recommend this product to anyone to at least try for a month!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I saw results within a week. I used R&F previously and it works just as well, but I’m not growing strange eyelashes in the inner corners of my eyes with this. It burns a little if you get too much on the brush. A little goes a long way. Update: This has lasted me a lot longer than 3 months. My eyelashes are super long, but not scraggly and uneven like with other serums. I actually don’t use it like I’m supposed to. I do it once a day in the mornings after showering, washing my face and moisturizing. I put my usual makeup on once I’m certain it’s dried."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I have been using this product for almost 3 month now. I have to say, my lashes have grown substantially. I was getting lash extensions for the past 6 years and finally had them taken off. My lashes were extremely short due to the extensions and I can tell my lashes have grown. I know it works differently for everyone so I have to say for myself, it has helped my lashes grown in length however not in thickness. Picture attached shows my lashes when I removed my lash extension(1) my lashes 2 months out with mascara(2) and last picture is today (3)."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","This product has been an all-star find! To start-- it works! My eyelashes are so long and healthy I have been mistaken for having false lashes or lash extensions on many times over since using this. It can have a slightly irritating affect and I say that only as a forewarning if you have sensitive skin. It may cause some reddening of the skin around your eye when you first use. That being said, it's not enough to cause concern at least from my viewpoint because you do get used to it after a few weeks and man oh man does it work! I now use it every other night. (I recommend using it nonstop for at least 30 days every night and then every other night to maintain. If you do stop using this product your eyelashes will shed eventually and maintain more of your usual length but if you keep using this in your routine even a few times a week your eyelashes will maintain their length!). Also, this bottle lasts me closer to 5-6 months. This is a new staple for me. *Note, The pictures included Are of a clean face ready for bed. I have my eyeliner tattooed."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","Worth every penny!!! My lashes got demolished after fake eyelash extensions and I had no idea how to get my lashes back. Welll... my lashes are back and LONGER and THICKER than ever before. They are very blonde eyelashes so when I put mascara on, my lashes look better then when I had eyelash extensions. I'm so shocked and thrilled. Someone the other day asked me at the grocery store if I had eyelash extensions?!?!! Yep, buy this stuff. Its the best thing EVER if you want long eyelashes!!!!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I have been using this product for almost a year now after a server at a local restaurant told me that's why her lashes looked so amazing. A couple of things I have learned....1.) I hear reviews that say it ran out shortly after purchase. When you think the product has run out, shake the tube or tap it on your palm and you will get another month or so out of it. 2.) I noticed some regrowth of eyebrows but what I was more impressed with is how it maintained the brow hair I had. It stopped the thinning and hair that remained was thicker and healthier so they appeared fuller. Only wish I had started sooner. 3.) Works amazing on eye lashes. Thicker longer healthier lashes that so not fall out when curling, washing, or applying makeup. I have never received compliments on my lashes until now."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I really wanted this product to work, however after four days I had to stop using it because my eyelids were so itchy and irritated. It felt as if there were bits of sand in my eyes. I followed the directions and only used it at night. The first night I thought it was because I had applied the product too near my lashes, so the next night I made sure to put it near the lash line, but not touching the actual lashes. By day two my eyes were feeling scratchy but as I said, I so wanted this product to work I continued to use it. The evening of the fourth day (a Friday) my eyes were so red and swollen that I had to put cold compresses on my eyes just so that I could open them. If the urgent care clinic in our neighborhood had been open I would have gone there for treatment. Luckily I continued to use the cold compresses and by the next morning I could open my eyes, however I couldn't wear my contact lenses for three days until the inflammation had stopped. Of course this happened over the weekend and I didn't want to go to the ER and explain that I wanted long lashes etc..."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","This product is insane. I bought it after I saw my gfs lashes growing over the last 5 months. Her lashes are offensively thick and long and literally look fake. EVERY time we go out she gets complimented on her lashes because they are SO long and thick, She swore by this product and I tried it because I saw the results on her. Its only been a month and I can already see a huge difference in my lashes. Use it religiously every night and you won't regret it. 10/10 would recommend."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I don't even know how to begin this review. I have been using this product for a few days, and I already see a difference. I don't know how that is even possible. This is the 1st product I have even tried for my eyelashes. I have never had any eyelashes to begin with and I really just picked something to try that was in between price range. This product doesn't burn, or smell. I put it on at night and in the morning. And already see a significant difference in growth. I don't know if that has to do with me not ever using something before but it works."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性",I’ve tried other serums before but didn’t seem to notice too much of a difference. This one started working after about a month. I’ve used it now for about 5 months (scaled it back to once or twice a week once it seemed to reach its peak like the instructions said). My lashes are fuller and MUCH longer. The tips of my lashes are blonde so it’s not as easy to tell how long they truly are in the after photo without mascara but there is still a clear difference. 10/10 and Highly recommend!!!
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","Super easy to use and most importantly: it works! I’ve gotten so many compliments on my lashes since I started to use this, even when not wearing any mascara! It did cause a bit of redness when I first started, but it was very minor and went away after about a week to 10 days, as they say it will on the website. Now, no redness. Now that my eyelashes are fully grown in, I use it every other day to maintain so a 3 month supply lasts about 6 months. Recommended this to many friends who have had the same or similar results."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","GrandLASH-MD works. I found the key is to use it routinely and you will see your lashes grow longer over 3-4 weeks. Give it some time to work. I’ve always had good lashes but sometimes had to use an extender on them for that wow factor. My top lashes are so long now that I have to trim them sometimes or they brush against my sunglasses, which believe it or not; gets annoying. Now if I could get them to grow really think and fuller; bye-bye mascara. If I had just one wish; it would be for someone to come out with a formula specifically for the bottom lashes to make them grow super long and thick! Not supposed to use this formula on your bottom lashes. I admit I have tried using it a little bit on the lower lashes and they do grow a little bit but I worry why they do not recommend using it for that. Sorry I don’t have before and after pics but I am convinced and will buy another supply in 5-6 months."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","So yes, this stuff IS irritating to the eyes. It is a little itchy and sort of burns, so I put it on at night when it doesn’t really matter so much if my eyes are irritated. I put the serum on my lashes every night for one month from December to January this year, and they grew about 1/8”. Definitely noticeable. Since then, I put the serum on. 2-3x a week as I remember to, and my lashes have grown almost 1/4” — so much that I no longer need false lashes. I’ve switched from lengthening to volumizing mascara, and I keep getting compliments on my lashes.  Yes, it’s irritating to the eye, so use it at night.  This stuff WORKS, and at the low cost it’s definitely worth it to me. S"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I hope i had pictures to show the difference and how much they have grown. I really don't take the time to write reviews, but in the beginning I was very skeptical and I did wrote a review of this product saying that the product made my eyes red and kind of itchy, however and because using it at nights and sometimes during the day, I have notice a HUGE difference with my lashes, when I curled them before and apply mascara I was really thinking of start doing lash extensions (which I did years ago and I told myself never again just because I lost a lot of my own lashes), with this product I have found the solution, and I'm glad I tried it. Just be patient, I saw the difference around 4 weeks using it every night and sometimes during the day. Hope this works for you :)"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I bought another highly reviewed lash serum off Amazon, but found out the company sends you a free bottle if you give a 5 star review. Tons of fake photos of people with extensions claiming that the product really worked. I was disheartened. I finally saw this product recommended and checked out the photos and reviews, and they all seem like actual results! Well, I'm here to say that I started using this in 2020 after one year I have seen amazing results. I do one swipe on one eye, dip again and do the same on the other eye. I've always had thin lashes and brows, so this is exciting for me:). I get compliments all the time and recommend this to family and friends. The only con is that my lashes are so long, they hit my sunglasses! It's an okay problem to have:)"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I purchased this already thinking it wasn't going to work, but I was looking for a less pricey alternative to my eyelash extensions that I have to get touched up every 2 weeks. I apply it at night after showering right over the extensions. Easy to swipe on and takes less than a minute. By the time my eyelashes extensions need touching up, most of them have fallen out so it made it easier to see my real lashes. Today is day 91 of using this product, minus 3 or 4 days that missed. I felt there was no change in the thickness, but they were maybe slightly longer. I decided that this product was not worth the cost and was ready to give up on it. BUT, when I went to get my extensions touched up, the gal that I always go to asked if I was using any product because my lashes looked thicker and longer! So I guess it does work, but I'm not giving up my extensions just yet. Maybe if I use it every day for another few month they will continue to get thicker and longer."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","After seeing this numerous times on Instagram, I finally caved and bought a trial size. After using it for a few weeks, I couldn't believe the difference in my eye lashes. They were longer & fuller. I could barely see them before, even with mascara. Now you can really see a difference without mascara and an even bigger one with it! I just bought this full size tube because I am definitely a lifetime user now!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性",The difference between the two pictures above is after about 5 months of using the product off and on. I actually have problems with my lashes getting tangled now because they’re so long and thick. 10/10 recommend!! It took about 12 week for results to really start showing but it is definitely worth the purchase. The first 12 weeks I was really consistent with use (one bottle lasted me the 12 weeks). After the first 12 weeks I use the product a few times a week but it continues to make my lashes thicker
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I used to spend a significant amount of money on eyelash extensions that would last only 2-3 weeks at a time. You can imagine how expensive that would get. One day, I decided I didn't want to pay for lash extensions anymore or even invest the 1-2 hours of time it would take to get a replacement or fill; I didn't even want to pay to get my current extensions removed (big mistake). I ended up losing a majority of my natural lashes by letting the weight of the old, overgrown extensions let my naturals get frail and weak. Before I knew it, my lashes were sparse. Not even extensions would fix my problem. My lash tech then refered me to grandeLASH-MD and stressed that I need to be CONSISTENT with applying the serum and PATIENT for the solution to encourage results with my newly growing eye-fans. It takes about 8 weeks for a lash to shed and regrow. The most crutial time for strength and the volume of the serum to show is when the new eye-lash begins it's process of growth. I've been using this product for about a year now and I refuse to go back to lash extensions. It's cheaper paying $65/3 months versus $65-120/2 weeks. Plus I don't have to lay down for 1-2 hours. I just quickly apply it as a part of my night routine. Easy. Worth it."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I cannot believe this actually worked. I’ve used other products and have never seen results until I used this. I stopped using it after a month because of how much they actually grew!! My eyelashes are blonde, so until I curl and use mascara (which I only use one layer just to give them color) they look unbelievable and I get compliments all the time. I used to have to clump tons of mascara just to get this length but now they look so natural with a hint of mascara! I legit am so happy about this. I was even considering getting my eyelashes done with extensions and I am so happy I don’t have to go that route...GET THIS."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","Let me start off by saying that I'm in my mid-60s. I've noticed over the years that my normally long and thick eyelashes (and eyebrows) had gotten pretty sparse. That's a normal part of aging. When I saw GrandeLASH MD, I thought I'd give it a try. It didn't take long before I started noticing results. After a few months, I think my lashes are back to what they were when I was younger. That being said, I don't know that everyone will have the same results. If you've always had short lashes, I don't know that this product will give you long lashes. I believe it will only give you what you were born with. I'm very happy with this product as well as the GrandeBROW."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I have used Grande cosmetics Grande Cosmetics GrandeLASH-MD - 3 Month Supply, for about thirteen weeks. The results are amazing. I have noticed a significant change in the thickness and especially the length of my eyelashes. My husband and daughters have complimented me on my long thick eyelashes. Even casual observers comment about my long, beautiful eyelashes. This has never happened until I began using this product. I am very happy and fully satisfied. I highly recommend its use. Thank you GrandelSASH-MD for this marvelous product!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I was dubious about actually seeing longer lashes but I am happy to report that this product delivered. I am in my mid sixties with my lashes having become thin and stubby and false eyelashes had no appeal. I have been using this product for six weeks and began seeing results after about three. I don't even use the product everyday, perhaps three or four times a week. Even the very sparse lashes on the outer bottom lid are beginning to fill in. It is easy to apply and once dry makeup can even be worn along with it. I have no way to compare value as this is the only lash growth product I have used but for me it was money well spent."
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","Can't believe that this actually works! I was a big skeptic but decided to try it because of my niece's recommendation. PLEASE check out my before and after photos! These pictures are taken about 12 weeks apart. At first, I thought that there was no change but after about four weeks, I started to see a difference and then my lashes REALLY started to thicken and lengthen! I LOVE this product!!!"
"Grande Cosmetics GrandeLASH-MD 睫毛增强精华,促进睫毛更长、更浓密,无刺激性","I’m a huge skeptic about stuff like this. Like suuuuuuure my hair will grow or my bald spots will be gone yadda yadda. Well, my eyelash extension girl recommended this to me and I’m blown away. I swipe it on both my top and bottom lash lines every night before bed and my lashes have probably doubled in length. My lashes have always been short and poke straight out (hence why I get eyelash extensions) and the top lashes are almost as long as my extensions - not even joking. My bottom lashes almost look too awkwardly long when I put mascara on them. I never understood how this kind of stuff worked by my eyelash girl explained that this stuff stunts the natural shedding of your eyelashes so they hang on longer while they grow and hence end up being longer than they originally would have been before they naturally fell out. I’ll be buying this stuff for literally the rest of my life, I’m so happy not to have short, stubby lashes."
