WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,label
101,97.72,45.91,97.24,99.0,14.43,24.75,90.1,70.3,53.47,5.94,3.96,2.97,0.0,0.0,0.0,0.99,1.98,18.81,15.84,0.0,15.84,5.94,5.94,3.96,0.0,12.87,8.91,2.97,1.98,0.99,0.0,0.99,5.94,0.0,5.94,0.99,0.0,0.0,0.0,2.97,1.98,0.0,8.91,8.91,0.0,3.96,3.96,0.0,0.0,0.0,0.0,0.0,10.89,4.95,0.99,0.0,0.0,0.0,0.0,5.94,0.0,0.0,0.0,0.0,0.99,0.99,0.0,0.0,7.92,1.98,4.95,0.99,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,20.79,0.0,1.98,16.83,0.99,0.0,0.99,3.96,8.91,1.98,0.0,0.0,0.0,0.0,0.0,0.0,10.89,6.93,2.97,0.0,0.99,0.0,0.0,1
299,14.64,30.74,16.3,39.74,16.61,12.04,86.96,75.92,59.2,20.4,16.05,7.69,1.34,0.33,6.35,0.33,4.35,13.04,5.69,1.0,11.37,8.03,5.35,9.36,4.35,24.41,1.0,0.67,4.01,2.68,0.67,0.67,12.37,1.67,10.7,2.68,1.0,3.01,1.0,0.0,3.34,1.34,2.68,2.01,0.67,0.67,0.0,0.67,0.0,0.33,0.33,0.0,23.41,11.71,0.67,1.0,0.0,0.67,9.03,12.04,1.0,0.33,2.68,5.02,0.33,0.0,0.0,0.33,2.01,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,4.68,6.35,1.34,1.0,3.68,0.33,0.33,0.33,3.68,12.37,2.68,1.67,0.0,0.0,0.0,0.0,0.0,14.05,5.35,1.34,1.0,5.02,1.0,0.33,1
87,54.87,1.0,90.32,94.86,14.5,13.79,79.31,64.37,50.57,8.05,6.9,6.9,0.0,0.0,0.0,0.0,1.15,10.34,6.9,2.3,12.64,9.2,6.9,4.6,5.75,17.24,5.75,1.15,1.15,0.0,1.15,0.0,10.34,1.15,9.2,0.0,1.15,1.15,2.3,0.0,3.45,0.0,8.05,6.9,1.15,1.15,1.15,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,3.45,3.45,1.15,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,2.3,0.0,4.6,1.15,0.0,0.0,0.0,1.15,0.0,8.05,13.79,2.3,3.45,10.34,0.0,0.0,0.0,2.3,11.49,1.15,2.3,0.0,0.0,0.0,0.0,0.0,27.59,12.64,0.0,0.0,0.0,1.15,13.79,1
181,23.78,10.58,97.84,14.21,22.63,14.36,93.37,74.03,62.98,17.13,13.81,9.94,2.21,0.0,0.0,1.66,3.31,15.47,6.63,1.66,13.26,9.39,8.29,7.73,3.31,17.68,3.87,2.76,6.63,3.87,1.66,1.1,9.94,2.76,7.18,1.66,1.1,1.66,0.0,0.55,2.21,0.0,2.76,1.1,1.66,0.55,0.55,0.0,0.0,0.0,0.0,0.0,11.6,4.97,0.55,1.1,0.0,0.55,1.66,6.63,1.1,0.0,1.1,0.55,1.1,0.0,0.0,1.1,4.42,0.0,1.66,2.21,1.1,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,6.08,11.6,1.1,1.1,8.29,1.1,0.0,0.0,7.73,11.6,0.0,1.66,0.0,0.0,0.0,0.0,0.0,9.39,4.42,3.87,0.0,0.0,1.1,0.0,0
166,73.1,10.59,98.05,37.57,16.6,20.48,91.57,67.47,51.2,12.05,6.63,4.82,0.0,0.0,0.0,1.81,5.42,20.48,8.43,5.42,11.45,7.23,1.81,6.63,0.6,16.87,3.61,9.04,1.2,0.6,0.6,0.0,9.64,0.0,9.64,3.61,0.6,0.6,0.6,0.0,4.22,0.0,2.41,1.81,0.6,1.2,0.6,0.6,0.0,0.0,0.6,0.0,10.84,7.83,0.6,0.0,0.0,0.0,5.42,3.01,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,6.02,0.0,1.81,3.01,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.6,0.0,0.0,0.6,0.0,6.63,10.24,0.0,0.6,9.64,0.0,0.0,0.0,7.23,15.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,6.02,1.2,0.0,0.0,0.0,4.22,1
64,22.41,31.33,98.17,96.74,9.14,18.75,84.38,76.56,59.38,14.06,9.38,4.69,4.69,0.0,0.0,0.0,4.69,14.06,6.25,0.0,10.94,7.81,9.38,9.38,3.13,21.88,4.69,0.0,6.25,6.25,0.0,0.0,15.63,4.69,10.94,0.0,0.0,1.56,3.13,0.0,6.25,0.0,6.25,6.25,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,12.5,4.69,0.0,0.0,0.0,0.0,1.56,7.81,1.56,0.0,0.0,1.56,0.0,0.0,0.0,0.0,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06,14.06,0.0,1.56,10.94,1.56,0.0,0.0,7.81,6.25,1.56,1.56,0.0,0.0,0.0,0.0,0.0,15.63,9.38,0.0,0.0,4.69,0.0,1.56,0
201,48.92,2.89,44.91,90.32,15.46,12.94,87.56,71.64,57.21,12.44,8.96,7.96,0.0,1.0,0.0,0.0,3.48,15.42,11.94,1.99,9.45,10.95,5.47,7.46,1.99,17.91,6.47,3.98,1.0,0.0,0.5,0.5,13.93,0.5,13.43,1.49,1.0,3.48,2.49,0.0,4.48,0.0,6.47,5.47,0.5,2.49,1.99,0.0,0.0,0.0,0.0,0.0,2.99,0.5,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,4.48,1.99,1.99,0.5,0.5,0.0,3.48,0.5,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,6.47,6.47,0.5,0.5,4.98,1.0,0.0,0.0,1.49,10.45,1.49,1.99,0.0,0.0,0.0,0.0,0.0,16.92,8.46,7.96,0.0,0.0,0.0,0.5,0
147,34.63,1.47,98.78,82.06,16.33,11.56,89.8,76.19,63.27,19.05,12.93,12.24,0.0,0.0,0.0,0.68,6.12,17.01,9.52,2.04,11.56,10.2,8.84,4.76,0.0,16.33,8.84,4.08,1.36,1.36,0.0,0.0,11.56,1.36,10.2,0.68,2.04,1.36,1.36,1.36,3.4,0.68,8.16,6.12,2.04,3.4,2.72,0.68,0.68,0.0,0.0,0.0,6.8,2.72,1.36,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,5.44,0.0,2.04,2.04,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,2.04,0.0,1.36,0.68,0.68,4.76,11.56,0.0,1.36,9.52,0.0,0.0,0.68,4.76,7.48,4.76,0.68,0.0,0.0,0.0,0.0,0.0,20.41,6.8,4.08,0.0,0.68,1.36,7.48,0
93,93.3,71.17,84.25,99.0,13.29,21.51,88.17,68.82,53.76,6.45,3.23,0.0,1.08,1.08,0.0,1.08,3.23,15.05,9.68,0.0,17.2,8.6,1.08,6.45,1.08,17.2,9.68,4.3,3.23,2.15,1.08,0.0,6.45,0.0,6.45,2.15,0.0,2.15,1.08,0.0,2.15,0.0,10.75,10.75,0.0,6.45,6.45,0.0,0.0,0.0,0.0,0.0,9.68,3.23,2.15,0.0,0.0,0.0,0.0,6.45,0.0,1.08,0.0,0.0,1.08,1.08,0.0,0.0,3.23,0.0,1.08,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,6.45,17.2,2.15,2.15,11.83,3.23,1.08,1.08,7.53,5.38,4.3,2.15,0.0,0.0,0.0,0.0,0.0,12.9,7.53,2.15,0.0,0.0,0.0,3.23,1
113,28.9,97.77,28.83,99.0,12.56,15.04,92.04,80.53,62.83,16.81,13.27,4.42,6.19,2.65,0.0,0.0,3.54,16.81,7.96,0.88,9.73,9.73,4.42,10.62,0.0,20.35,7.08,6.19,8.85,8.85,0.0,0.0,6.19,0.88,5.31,0.0,0.0,1.77,0.0,0.88,0.88,0.0,9.73,8.85,0.88,3.54,3.54,0.0,0.0,0.0,0.0,0.0,16.81,5.31,0.88,1.77,0.0,0.0,1.77,11.5,0.88,0.88,0.0,0.88,0.0,0.0,0.0,0.0,2.65,0.88,0.88,0.88,0.0,0.0,1.77,0.88,0.0,0.88,0.0,0.0,0.0,0.0,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,11.5,1.77,0.0,7.96,0.88,0.0,0.88,3.54,9.73,1.77,3.54,0.0,0.0,0.0,0.0,0.0,10.62,7.08,0.88,0.0,0.88,1.77,0.0,0
253,42.73,81.04,93.53,50.57,16.87,17.39,88.93,67.59,55.73,10.28,7.51,0.4,5.14,1.19,0.0,0.4,2.77,11.86,6.32,2.37,13.83,10.67,7.11,7.51,3.56,18.18,6.32,2.77,7.51,5.53,1.19,1.19,9.88,2.77,7.11,0.79,0.79,0.4,1.58,0.4,3.95,0.0,2.77,2.37,0.4,1.19,0.79,0.4,0.0,0.0,0.4,0.0,11.07,1.98,0.4,0.0,0.0,0.4,0.79,9.09,0.0,0.4,0.0,0.0,1.58,0.4,0.79,0.4,8.3,2.37,2.37,3.16,0.79,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,0.79,0.4,0.4,0.0,0.0,0.0,0.4,0.0,0.0,6.32,12.65,0.4,1.98,11.07,0.0,0.4,0.0,8.7,8.7,5.14,1.58,0.0,0.0,0.0,0.0,0.0,18.18,6.32,6.32,0.0,0.0,3.16,2.37,1
73,20.57,1.04,95.37,20.23,14.6,15.07,89.04,69.86,57.53,21.92,15.07,12.33,0.0,0.0,0.0,2.74,6.85,9.59,4.11,1.37,10.96,9.59,2.74,5.48,2.74,16.44,4.11,2.74,1.37,0.0,1.37,0.0,10.96,2.74,8.22,0.0,0.0,2.74,1.37,1.37,2.74,0.0,8.22,4.11,4.11,4.11,2.74,1.37,0.0,0.0,0.0,0.0,8.22,4.11,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,4.11,2.74,1.37,0.0,0.0,1.37,1.37,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,4.11,10.96,0.0,1.37,9.59,0.0,0.0,0.0,4.11,8.22,1.37,0.0,0.0,0.0,0.0,0.0,0.0,6.85,6.85,0.0,0.0,0.0,0.0,0.0,0
185,42.89,20.57,84.81,89.48,13.21,15.14,95.68,79.46,62.16,17.84,14.05,9.73,0.54,1.08,0.0,2.7,3.78,16.22,9.19,0.0,11.89,10.27,5.95,5.41,0.54,18.92,8.11,4.32,2.7,1.62,1.08,0.0,10.81,2.16,8.65,1.62,1.62,1.08,1.62,1.62,1.08,0.0,7.03,5.95,1.08,5.41,4.32,1.08,1.08,0.0,0.0,0.0,9.73,3.78,1.08,0.0,0.0,0.0,2.7,5.95,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,7.57,2.7,2.7,1.62,0.54,0.0,1.62,0.54,0.0,0.54,0.0,0.0,0.0,1.08,0.0,1.08,0.54,1.08,0.0,0.54,0.0,0.0,0.0,0.0,8.65,14.05,0.0,0.54,9.73,1.62,0.0,2.16,2.16,9.19,2.7,1.62,0.0,0.0,0.0,0.0,0.0,11.89,4.86,4.32,0.0,2.7,0.0,0.0,1
100,42.65,40.06,49.13,1.76,11.11,11.0,86.0,72.0,57.0,15.0,9.0,3.0,0.0,5.0,0.0,1.0,6.0,17.0,8.0,4.0,11.0,9.0,4.0,6.0,4.0,18.0,6.0,5.0,2.0,0.0,2.0,0.0,11.0,2.0,9.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,5.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,5.0,0.0,8.0,2.0,1.0,0
151,52.02,1.0,98.68,50.75,13.73,9.27,92.72,76.16,64.24,11.92,9.27,8.61,0.0,0.0,0.0,0.66,2.65,18.54,7.95,0.66,15.89,12.58,6.62,6.62,1.99,19.87,7.95,5.96,1.32,0.66,0.66,0.0,8.61,0.66,7.95,0.66,0.66,1.99,1.32,0.0,3.97,0.0,3.31,2.65,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,1.32,0.0,0.0,1.32,9.27,0.0,3.97,2.65,2.65,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,1.32,0.0,0.0,1.32,0.0,0.0,0.0,0.0,4.64,14.57,0.0,2.65,12.58,0.0,0.0,0.0,3.97,11.26,0.0,2.65,0.0,0.0,0.0,0.0,0.0,15.89,6.62,4.64,0.0,0.66,2.65,1.32,0
120,88.33,54.96,95.54,6.08,17.14,16.67,90.83,72.5,59.17,7.5,5.83,2.5,3.33,0.0,0.0,0.0,1.67,20.83,12.5,2.5,15.83,7.5,7.5,5.0,1.67,13.33,10.0,3.33,5.83,5.0,0.0,0.83,7.5,0.83,6.67,0.83,0.83,0.0,0.83,0.83,2.5,0.0,5.0,1.67,3.33,1.67,0.0,1.67,0.0,0.0,0.0,0.0,8.33,1.67,0.0,0.0,0.0,0.83,0.0,5.83,1.67,0.0,1.67,0.0,0.0,0.0,0.0,0.0,5.83,0.0,2.5,3.33,0.83,0.0,3.33,0.83,0.83,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.83,0.0,0.83,0.0,0.0,0.0,0.83,4.17,15.83,0.0,2.5,13.33,0.0,0.0,0.83,5.83,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.17,5.83,3.33,0.0,0.0,0.0,0.0,0
83,91.09,16.42,90.36,37.57,16.6,15.66,87.95,67.47,59.04,7.23,6.02,4.82,0.0,0.0,0.0,0.0,1.2,21.69,15.66,1.2,13.25,7.23,6.02,6.02,1.2,13.25,2.41,3.61,2.41,1.2,1.2,0.0,7.23,0.0,7.23,2.41,0.0,1.2,1.2,0.0,2.41,0.0,2.41,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,4.82,1.2,0.0,0.0,0.0,0.0,0.0,3.61,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,7.23,1.2,3.61,2.41,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.2,1.2,4.82,15.66,1.2,2.41,10.84,1.2,1.2,0.0,3.61,9.64,1.2,1.2,0.0,0.0,0.0,0.0,0.0,6.02,6.02,0.0,0.0,0.0,0.0,0.0,1
100,26.1,40.06,69.95,34.28,20.0,17.0,89.0,79.0,67.0,16.0,11.0,4.0,3.0,1.0,0.0,3.0,5.0,15.0,8.0,0.0,14.0,12.0,6.0,10.0,3.0,19.0,5.0,7.0,5.0,4.0,1.0,0.0,17.0,4.0,12.0,4.0,2.0,1.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,6.0,0.0,0.0,0.0,1.0,0
110,61.45,80.05,74.91,99.0,12.22,18.18,94.55,73.64,61.82,15.45,11.82,4.55,3.64,0.91,0.0,2.73,3.64,13.64,9.09,0.91,16.36,9.09,7.27,5.45,0.91,17.27,4.55,1.82,7.27,5.45,2.73,0.0,5.45,0.0,5.45,0.91,0.91,0.91,0.0,1.82,0.91,0.0,8.18,8.18,0.0,3.64,3.64,0.0,0.0,0.0,0.0,0.0,15.45,6.36,2.73,0.91,0.0,0.0,0.91,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,1.82,0.91,6.36,0.91,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.91,0.0,0.0,0.0,0.0,1.82,0.0,0.0,7.27,10.91,0.0,1.82,10.91,0.0,0.0,0.0,3.64,10.0,0.91,0.91,0.91,0.0,0.91,0.0,0.0,10.0,6.36,0.91,0.0,1.82,0.91,0.0,0
219,77.96,5.2,82.59,15.16,21.9,22.83,86.3,69.86,56.16,11.42,5.94,5.94,0.0,0.0,0.0,0.0,5.48,19.18,10.96,0.91,14.16,6.85,3.65,8.68,0.91,13.24,6.39,5.02,0.91,0.0,0.91,0.0,9.13,0.91,8.22,0.91,0.46,0.91,1.37,1.83,2.74,0.46,5.02,2.28,2.74,0.91,0.0,0.91,0.0,0.46,0.0,0.0,2.74,2.28,0.0,0.0,0.91,0.46,0.46,0.46,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.91,9.13,1.83,3.65,1.37,2.74,0.0,1.37,0.91,0.0,0.91,0.0,0.0,0.0,0.46,0.0,0.91,0.46,0.0,0.0,0.46,0.0,0.0,0.0,0.46,5.94,12.79,0.0,0.91,10.05,1.37,0.46,0.0,3.65,9.59,0.46,0.46,0.0,0.0,0.0,0.0,0.0,15.98,4.57,7.31,0.0,0.0,2.28,1.83,0
225,26.38,1.24,94.85,54.76,25.0,14.67,93.78,80.89,65.78,16.44,12.89,10.67,0.0,0.0,1.33,0.89,3.56,17.78,8.0,1.33,11.56,11.56,7.11,7.56,1.78,21.78,6.22,4.89,0.89,0.0,0.0,0.89,11.11,2.22,8.89,0.89,1.78,1.78,1.78,0.0,3.56,0.0,4.0,3.11,0.89,1.78,1.78,0.0,0.0,0.0,0.0,0.0,6.67,3.56,0.44,0.0,0.0,0.0,2.22,2.67,0.0,0.0,0.0,1.33,0.44,0.0,0.0,0.44,5.78,0.0,1.78,3.56,1.33,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.33,1.78,0.0,0.0,0.0,0.0,0.89,0.0,4.0,10.22,0.0,1.78,8.0,0.0,0.44,0.0,5.33,12.89,0.0,1.78,0.0,0.0,0.0,0.0,0.0,6.67,4.0,1.78,0.0,0.0,0.0,0.89,0
200,67.69,6.3,83.56,59.44,15.38,13.5,81.5,74.0,59.5,8.5,4.5,3.0,0.0,1.5,0.0,0.0,4.0,19.0,15.0,0.0,11.5,9.5,5.0,11.0,3.0,13.5,12.5,3.5,0.0,0.0,0.0,0.0,12.0,0.0,12.0,1.5,1.5,1.5,2.0,0.0,6.0,0.5,5.5,4.0,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,13.0,0.0,0.0,12.0,0.0,0.0,0.5,2.5,2.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.5,4.0,0.0,0.0,1.0,1.0,1
68,22.63,97.48,18.77,98.98,34.0,14.71,85.29,75.0,61.76,14.71,11.76,1.47,10.29,0.0,0.0,0.0,2.94,17.65,7.35,0.0,8.82,13.24,2.94,11.76,0.0,19.12,8.82,10.29,10.29,10.29,0.0,0.0,14.71,2.94,10.29,2.94,1.47,0.0,0.0,0.0,5.88,0.0,10.29,8.82,1.47,4.41,4.41,0.0,0.0,0.0,0.0,0.0,13.24,1.47,1.47,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,0.0,1.47,2.94,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,1.47,0.0,0.0,1.47,0.0,0.0,0.0,1.47,16.18,1.47,0.0,0.0,0.0,0.0,0.0,0.0,5.88,2.94,1.47,0.0,0.0,0.0,1.47,1
295,51.9,32.44,79.76,40.05,21.07,20.34,90.17,72.88,59.66,12.54,9.49,3.73,4.75,0.0,0.0,1.02,3.05,15.25,7.8,0.68,13.9,9.49,5.42,6.1,4.07,18.31,4.75,2.71,7.12,6.1,0.0,1.02,16.27,1.36,14.24,2.03,0.68,2.37,3.05,1.02,6.44,0.0,5.42,3.39,2.03,2.71,1.02,1.36,0.34,0.34,0.0,0.0,12.88,4.75,1.02,0.34,1.02,0.34,1.36,8.14,0.34,0.0,0.34,0.68,0.0,0.0,0.0,0.0,7.8,0.0,2.37,2.71,3.05,0.0,2.71,0.68,0.0,0.0,0.0,0.34,0.0,1.36,0.0,1.02,0.34,1.02,1.36,0.34,0.0,0.68,0.0,0.0,4.75,11.86,0.34,1.02,9.49,0.0,0.0,0.68,2.37,7.12,2.37,1.69,0.0,0.0,0.0,0.0,0.0,11.86,3.39,3.73,0.0,1.36,1.36,2.03,0
248,57.37,88.59,83.05,25.43,20.67,11.69,93.55,73.79,58.47,12.9,9.27,1.61,0.81,4.84,0.0,2.02,3.63,15.32,10.08,0.81,12.9,10.48,6.05,5.65,2.02,20.16,5.65,2.02,6.05,1.61,1.61,2.82,8.06,1.61,6.05,0.81,1.21,1.61,1.21,0.0,2.82,0.0,2.02,1.21,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,2.82,0.0,0.0,0.81,0.0,2.82,10.48,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,6.05,0.0,1.21,4.44,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81,0.4,0.0,0.0,0.0,0.4,0.81,6.85,18.55,1.21,1.61,12.9,2.42,2.02,0.0,5.24,3.23,6.45,2.02,0.0,0.0,0.0,0.0,0.0,6.05,4.84,0.4,0.0,0.0,0.81,0.0,1
73,70.16,96.47,47.74,98.19,14.6,26.03,89.04,75.34,61.64,10.96,8.22,2.74,5.48,0.0,0.0,0.0,2.74,17.81,13.7,0.0,13.7,8.22,8.22,9.59,0.0,13.7,8.22,1.37,10.96,10.96,0.0,0.0,5.48,1.37,4.11,0.0,0.0,1.37,0.0,2.74,0.0,0.0,6.85,6.85,0.0,5.48,5.48,0.0,0.0,0.0,0.0,0.0,12.33,4.11,1.37,0.0,0.0,0.0,0.0,10.96,4.11,0.0,0.0,1.37,0.0,0.0,0.0,0.0,2.74,0.0,1.37,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,4.11,13.7,1.37,0.0,12.33,1.37,0.0,0.0,4.11,9.59,1.37,0.0,1.37,0.0,1.37,0.0,0.0,9.59,5.48,2.74,0.0,1.37,0.0,0.0,0
71,91.33,89.11,51.38,99.0,17.75,29.58,87.32,64.79,52.11,11.27,9.86,5.63,2.82,1.41,0.0,0.0,1.41,15.49,14.08,0.0,12.68,5.63,2.82,5.63,0.0,11.27,7.04,0.0,5.63,5.63,0.0,0.0,7.04,0.0,7.04,0.0,0.0,2.82,1.41,1.41,0.0,0.0,9.86,9.86,0.0,1.41,1.41,0.0,0.0,0.0,0.0,0.0,15.49,4.23,0.0,0.0,0.0,0.0,1.41,11.27,1.41,0.0,0.0,1.41,0.0,0.0,0.0,0.0,11.27,2.82,0.0,5.63,4.23,0.0,1.41,1.41,0.0,1.41,0.0,0.0,0.0,0.0,0.0,1.41,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,14.08,0.0,1.41,12.68,0.0,0.0,0.0,1.41,4.23,2.82,0.0,0.0,0.0,0.0,0.0,0.0,12.68,4.23,1.41,0.0,1.41,0.0,5.63,0
75,28.63,99.0,13.33,2.44,18.75,20.0,88.0,76.0,60.0,20.0,16.0,0.0,12.0,0.0,0.0,4.0,4.0,13.33,8.0,0.0,12.0,5.33,5.33,10.67,2.67,14.67,9.33,2.67,18.67,12.0,4.0,2.67,12.0,1.33,10.67,0.0,0.0,5.33,2.67,0.0,4.0,0.0,5.33,1.33,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,6.67,1.33,2.67,0.0,0.0,1.33,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,1.33,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,1.33,0.0,0.0,1.33,0.0,5.33,9.33,1.33,1.33,6.67,0.0,0.0,0.0,5.33,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.67,4.0,2.67,0.0,0.0,2.67,1.33,1
