",",JJS,#,VB,RBR,PRP$,LS,NN,VBP,MD,VBG,EX,VBZ,RBS,JJ,.,JJR,NNPS,VBD,NNS,$,RP,``,IN,DT,TO,'',:,CC,VBN,PRP,WP,WDT,FW,NNP,UH,WRB,CD,PDT,SYM,POS,RB,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,label
4,1,0,5,0,5,0,30,6,1,1,1,1,0,10,8,0,0,12,1,0,1,0,19,20,6,0,0,4,5,16,0,0,0,4,0,2,1,0,0,0,14,164,29.19,1.54,97.82,8.75,20.5,16.46,89.02,77.44,64.02,15.24,11.59,9.15,0.0,1.22,0.0,1.22,3.66,15.85,7.93,0.61,14.02,9.76,9.76,7.93,3.05,18.29,5.49,3.05,0.0,0.0,0.0,0.0,17.07,2.44,14.02,1.83,1.83,1.22,5.49,1.22,4.88,0.0,4.27,1.22,2.44,2.44,0.61,1.22,0.0,0.0,0.0,0.0,5.49,1.22,0.0,0.0,0.0,0.0,1.22,3.05,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,4.27,0.0,2.44,1.83,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.61,1.22,1.22,0.0,0.0,0.0,0.0,1.22,7.32,12.8,0.61,1.22,10.98,0.0,0.0,0.0,2.44,10.98,1.22,0.61,0.0,0.0,0.0,0.0,0.0,8.54,4.88,2.44,0.0,0.0,1.22,0.0,0
6,0,0,14,0,2,0,26,1,4,3,0,1,0,18,17,1,0,22,5,0,1,0,21,22,10,0,0,6,8,22,0,0,0,17,0,3,2,0,0,1,16,218,66.32,5.9,99.0,26.21,13.63,17.89,84.86,72.02,54.13,12.39,7.8,5.96,0.92,0.0,0.0,0.92,4.59,13.3,9.17,1.83,13.76,8.26,4.59,5.96,2.75,18.81,6.88,3.21,2.29,0.92,0.46,0.92,11.47,0.46,10.55,3.67,0.46,2.29,0.92,0.0,2.75,0.0,2.29,1.38,0.92,0.92,0.46,0.46,0.46,0.0,0.0,0.0,5.05,3.21,0.0,0.0,0.0,0.0,0.92,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,0.46,0.0,1.83,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.46,0.92,0.0,0.46,0.0,0.0,0.46,0.0,7.34,15.6,0.92,3.67,10.09,0.92,0.0,0.92,8.26,12.84,0.92,0.0,0.0,0.0,0.0,0.0,0.0,14.22,6.42,2.75,0.0,1.38,1.83,1.83,1
3,0,0,16,0,4,0,40,2,4,5,1,1,0,10,18,1,0,33,4,1,5,0,20,30,13,0,0,12,4,32,0,1,0,6,0,3,3,0,0,0,12,260,37.48,1.0,98.63,4.87,14.44,9.62,93.08,77.31,64.23,18.08,12.69,10.38,0.0,0.0,1.15,1.15,5.38,15.38,8.85,1.54,14.23,11.15,3.46,8.08,3.08,20.38,5.0,2.69,2.31,0.77,1.15,0.38,12.69,0.77,11.54,1.15,1.92,1.54,1.54,0.77,5.77,0.0,4.23,1.15,3.08,2.31,0.0,2.31,0.0,0.38,0.38,0.0,9.23,5.0,0.38,0.38,1.54,0.0,3.08,3.85,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,6.54,0.38,3.85,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.77,0.77,0.0,0.0,0.0,0.0,0.0,4.62,15.0,0.0,2.69,9.23,1.54,0.77,1.15,3.85,13.85,0.38,0.38,0.0,0.0,0.0,0.0,0.0,9.23,6.92,1.15,0.0,0.0,0.77,0.38,0
18,1,0,12,0,12,0,43,4,4,4,0,5,1,17,14,2,0,25,8,0,1,0,26,29,11,1,7,12,4,27,3,1,3,8,0,1,1,0,0,5,28,289,35.52,12.77,70.63,24.65,19.27,20.42,92.39,74.74,59.86,16.26,11.07,6.92,1.04,0.0,2.77,0.35,5.19,17.3,9.34,1.04,11.76,9.34,7.27,7.96,1.73,17.99,5.88,3.11,5.19,2.77,1.38,1.04,16.26,0.69,15.57,4.84,1.38,1.38,3.46,1.73,5.54,0.69,3.81,2.08,1.73,1.38,0.69,0.69,0.0,0.0,0.35,0.0,12.46,6.23,0.35,0.0,0.0,0.0,4.5,7.27,1.38,0.35,2.77,0.35,1.73,0.0,0.0,1.73,3.46,0.0,0.0,3.46,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,7.61,2.77,0.0,0.69,1.73,0.0,0.0,0.35,5.54,9.34,2.77,0.35,0.35,0.0,0.35,0.0,0.0,18.69,4.84,6.23,0.0,0.35,4.15,3.11,1
9,0,0,3,1,4,0,31,2,2,1,1,3,0,12,9,0,0,12,7,0,2,0,25,24,3,0,0,5,4,9,0,3,0,4,0,0,0,0,0,1,10,168,88.68,61.28,72.58,57.46,18.67,25.6,85.71,72.02,61.31,9.52,7.14,1.79,4.76,0.0,0.0,0.6,2.38,17.86,13.1,0.6,16.67,8.93,4.76,5.36,1.79,13.1,5.36,2.38,8.33,6.55,1.19,1.19,11.31,0.6,10.71,1.19,0.6,1.19,2.98,1.19,4.76,0.0,2.38,2.38,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,10.71,2.98,1.19,0.6,0.0,0.6,0.0,7.14,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,4.17,0.0,1.79,1.19,1.19,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,5.95,10.71,0.0,0.6,9.52,0.6,0.0,0.0,4.76,7.14,1.79,1.79,0.0,0.0,0.0,0.0,0.0,11.9,5.36,5.36,0.0,0.0,0.6,0.6,0
1,0,0,3,0,0,0,20,2,2,1,0,1,0,8,8,0,2,7,1,0,0,0,10,16,3,0,0,5,1,6,1,0,0,7,0,0,0,0,0,0,10,106,81.54,87.88,55.39,78.39,13.25,16.04,88.68,71.7,56.6,7.55,4.72,0.0,4.72,0.0,0.0,0.0,2.83,15.09,14.15,0.94,12.26,7.55,9.43,6.6,0.0,13.21,6.6,3.77,4.72,4.72,0.0,0.0,8.49,0.94,7.55,0.94,0.0,2.83,0.0,1.89,1.89,0.0,3.77,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,8.49,2.83,2.83,0.94,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,0.0,0.0,0.0,0.0,0.0,0.0,9.43,11.32,0.0,0.94,10.38,0.0,0.0,0.0,7.55,5.66,0.94,0.94,0.0,0.0,0.0,0.0,0.0,8.49,7.55,0.94,0.0,0.0,0.0,0.0,1
0,1,0,4,0,1,1,9,2,2,1,1,1,0,5,5,0,0,2,6,0,0,0,8,11,1,0,0,4,1,2,0,0,0,2,0,0,0,0,0,0,10,74,70.49,32.46,73.75,1.0,14.8,20.27,93.24,70.27,58.11,6.76,5.41,1.35,0.0,2.7,0.0,1.35,1.35,18.92,13.51,0.0,12.16,8.11,6.76,9.46,4.05,12.16,8.11,9.46,2.7,1.35,0.0,1.35,12.16,0.0,12.16,0.0,1.35,2.7,2.7,0.0,6.76,0.0,9.46,1.35,8.11,1.35,0.0,0.0,0.0,0.0,0.0,0.0,14.86,6.76,0.0,0.0,0.0,1.35,1.35,8.11,1.35,1.35,0.0,0.0,0.0,0.0,0.0,0.0,6.76,1.35,1.35,2.7,1.35,0.0,1.35,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,1.35,0.0,0.0,9.46,0.0,1.35,9.46,0.0,0.0,0.0,5.41,2.7,2.7,2.7,1.35,1.35,0.0,0.0,0.0,8.11,6.76,0.0,0.0,0.0,1.35,0.0,0
8,0,0,5,0,1,0,28,4,1,4,1,0,0,8,8,0,0,10,7,1,1,0,15,18,6,0,0,3,0,11,0,2,0,1,0,1,3,0,0,1,7,135,93.76,12.63,63.35,12.48,16.88,20.74,87.41,64.44,51.85,11.11,7.41,5.19,0.74,0.74,0.0,0.74,3.7,16.3,13.33,2.22,15.56,3.7,5.19,4.44,0.74,11.11,5.19,4.44,3.7,1.48,0.74,1.48,13.33,0.0,13.33,0.74,2.96,0.74,1.48,1.48,4.44,0.0,3.7,1.48,2.22,0.74,0.0,0.74,0.74,0.0,0.0,0.0,7.41,4.44,0.74,0.0,0.0,0.0,2.22,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0,2.96,2.22,0.74,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,1.48,11.85,1.48,0.74,5.19,2.22,1.48,0.74,4.44,5.93,0.74,0.0,0.74,0.0,0.74,0.0,0.0,14.81,5.93,5.93,0.0,0.0,0.74,2.22,1
0,0,0,3,0,1,0,9,0,2,1,0,1,0,3,4,0,0,3,3,0,0,0,10,8,2,0,0,1,0,4,0,0,0,9,0,0,0,0,0,0,3,63,84.5,98.31,77.17,70.15,15.75,20.63,84.13,65.08,53.97,11.11,7.94,0.0,7.94,0.0,0.0,0.0,3.17,19.05,11.11,0.0,15.87,4.76,4.76,6.35,3.17,9.52,3.17,4.76,12.7,7.94,1.59,3.17,3.17,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,3.17,0.0,0.0,0.0,0.0,3.17,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,3.17,7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,3.17,14.29,0.0,3.17,12.7,0.0,1.59,0.0,6.35,3.17,1.59,3.17,0.0,0.0,0.0,0.0,0.0,6.35,6.35,0.0,0.0,0.0,0.0,0.0,1
1,1,0,0,0,1,0,12,1,0,0,0,6,0,7,7,0,0,0,3,0,0,0,11,14,2,0,0,4,2,2,0,0,0,16,0,0,0,0,0,1,4,86,96.26,67.32,36.92,99.0,12.29,23.26,82.56,61.63,52.33,6.98,1.16,0.0,1.16,0.0,0.0,0.0,5.81,19.77,15.12,1.16,15.12,6.98,2.33,5.81,1.16,6.98,8.14,4.65,4.65,3.49,1.16,0.0,2.33,1.16,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,8.14,0.0,3.49,2.33,0.0,0.0,0.0,0.0,0.0,6.98,1.16,0.0,0.0,0.0,0.0,0.0,4.65,0.0,1.16,0.0,1.16,0.0,0.0,0.0,0.0,5.81,1.16,1.16,3.49,1.16,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,17.44,2.33,0.0,15.12,0.0,0.0,0.0,1.16,0.0,6.98,0.0,0.0,0.0,0.0,0.0,0.0,10.47,8.14,1.16,0.0,0.0,1.16,0.0,1
11,0,0,7,0,1,0,30,6,4,1,0,2,0,17,9,1,0,18,8,0,0,0,26,35,2,0,2,12,6,13,1,1,0,9,1,0,2,0,0,0,13,212,64.13,32.12,62.07,26.39,23.56,16.98,86.79,75.0,62.74,10.38,4.72,2.36,0.0,2.36,0.0,0.0,5.66,19.34,13.21,0.94,12.26,11.79,6.13,8.02,0.94,17.45,7.08,4.25,0.47,0.0,0.0,0.47,9.91,1.42,8.49,0.47,0.0,0.94,3.77,0.0,3.77,0.47,3.3,1.89,1.42,0.94,0.47,0.47,0.0,0.0,0.0,0.47,5.66,1.89,0.94,0.94,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,1.42,0.47,0.0,0.94,4.25,0.47,2.36,0.94,0.94,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,6.6,13.21,0.0,0.94,9.91,1.89,0.47,0.0,3.3,8.96,2.36,1.42,0.0,0.0,0.0,0.0,0.0,14.62,4.25,5.19,0.0,0.0,0.94,4.25,0
4,0,0,2,0,1,0,17,0,2,1,0,2,0,10,7,0,0,7,1,0,0,0,3,9,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,7,70,15.41,32.05,63.35,99.0,10.0,22.86,92.86,70.0,58.57,10.0,2.86,2.86,0.0,0.0,0.0,0.0,7.14,15.71,10.0,0.0,5.71,15.71,10.0,10.0,0.0,18.57,8.57,0.0,2.86,1.43,1.43,0.0,10.0,1.43,8.57,0.0,0.0,1.43,2.86,2.86,1.43,0.0,11.43,11.43,0.0,4.29,4.29,0.0,0.0,0.0,0.0,0.0,4.29,1.43,1.43,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.43,1.43,4.29,4.29,1.43,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.29,0.0,1.43,14.29,0.0,0.0,0.0,1.43,10.0,2.86,4.29,0.0,0.0,0.0,0.0,0.0,17.14,8.57,5.71,0.0,1.43,0.0,1.43,0
7,1,0,4,0,2,0,26,2,2,6,0,6,0,17,5,0,0,1,10,1,0,0,27,17,1,0,0,2,2,3,0,1,0,8,0,0,1,0,0,0,12,151,92.02,25.76,85.05,13.18,30.2,23.18,80.79,62.91,52.32,5.96,1.99,0.0,0.0,1.32,0.0,0.66,3.97,17.22,8.61,1.32,17.88,7.28,5.3,3.97,1.99,11.26,8.61,1.99,0.66,0.0,0.0,0.66,13.91,0.66,13.25,0.66,1.99,0.66,2.65,0.66,5.96,0.0,1.99,0.66,1.32,1.32,0.66,0.66,0.0,0.0,0.66,0.0,7.28,1.99,0.0,0.0,0.0,0.66,0.0,3.97,0.0,1.32,0.0,0.0,1.32,0.0,0.0,1.32,5.96,0.0,1.32,1.99,3.97,0.0,1.32,1.32,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,3.31,13.91,0.0,0.66,13.25,0.66,0.0,0.0,3.97,1.32,5.3,1.32,0.0,0.0,0.0,0.0,0.0,8.61,3.31,4.64,0.0,0.0,0.0,0.66,0
19,0,0,14,2,8,0,66,15,7,8,0,8,0,24,25,1,0,15,14,3,3,0,43,39,7,3,2,11,5,29,2,2,4,9,0,4,12,0,2,1,20,363,55.9,14.91,64.12,35.9,13.96,14.05,85.67,72.18,58.68,14.6,8.26,4.68,0.28,1.1,0.0,1.93,6.34,15.43,8.26,3.03,14.05,9.64,4.68,5.23,2.75,15.43,5.51,6.61,1.93,0.28,1.1,0.55,15.15,2.2,12.12,3.03,1.38,0.55,3.86,0.0,3.58,0.55,3.86,2.48,1.38,1.38,0.83,0.55,0.0,0.0,0.55,0.0,6.06,1.65,0.0,0.0,0.0,0.28,0.55,4.41,0.0,0.0,0.0,0.0,0.55,0.55,0.0,0.0,6.34,0.0,1.38,1.65,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.28,0.28,0.55,5.23,7.16,0.83,0.83,5.23,0.55,0.0,0.0,3.31,3.86,2.48,1.93,0.28,0.28,0.0,0.0,0.0,21.49,9.09,5.23,0.0,0.0,3.03,4.13,1
3,0,0,2,0,2,0,7,2,1,1,0,3,0,4,7,0,0,2,1,0,0,0,4,7,1,0,0,0,0,3,0,0,1,8,0,1,0,0,0,0,2,52,47.73,29.41,99.0,99.0,7.43,15.38,86.54,71.15,53.85,13.46,9.62,7.69,0.0,1.92,0.0,0.0,3.85,17.31,11.54,0.0,7.69,11.54,7.69,3.85,0.0,19.23,9.62,0.0,0.0,0.0,0.0,0.0,11.54,3.85,7.69,3.85,1.92,1.92,1.92,0.0,1.92,0.0,11.54,11.54,0.0,5.77,5.77,0.0,0.0,0.0,0.0,0.0,7.69,1.92,0.0,0.0,0.0,0.0,0.0,5.77,0.0,0.0,0.0,0.0,3.85,3.85,0.0,0.0,3.85,0.0,3.85,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,15.38,0.0,1.92,15.38,0.0,0.0,0.0,7.69,3.85,7.69,0.0,0.0,0.0,0.0,0.0,0.0,19.23,11.54,5.77,1.92,0.0,0.0,0.0,0
1,1,0,2,0,1,0,22,2,2,2,0,2,0,12,13,0,0,16,4,0,1,0,14,22,2,0,1,7,3,14,1,1,0,3,0,1,1,0,0,1,14,148,38.91,19.44,84.22,99.0,10.57,10.81,93.92,80.41,64.19,14.86,8.78,6.76,1.35,0.0,0.68,0.0,6.08,18.24,12.16,0.68,10.81,11.49,8.78,6.08,2.03,18.24,8.78,4.05,4.73,3.38,0.68,0.68,7.43,2.03,5.41,0.0,1.35,0.68,0.68,0.68,2.03,0.0,8.11,8.11,0.0,4.73,4.73,0.0,0.0,0.0,0.0,0.0,8.78,3.38,1.35,0.0,0.0,0.0,1.35,5.41,0.68,0.0,2.7,0.0,0.0,0.0,0.0,0.0,6.08,0.68,3.38,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,7.43,12.16,0.0,1.35,10.81,0.0,0.0,0.0,4.05,12.16,2.03,0.68,0.68,0.0,0.68,0.0,0.0,12.16,8.78,0.68,0.0,0.0,2.03,0.68,1
5,0,0,5,0,4,0,29,1,2,2,0,0,0,13,12,0,0,24,7,0,2,0,17,19,5,0,1,6,6,18,0,0,0,2,0,0,4,0,0,0,9,173,61.48,90.57,68.72,13.97,14.42,14.45,87.28,74.57,56.65,15.03,10.98,2.31,5.78,0.0,2.31,0.58,4.05,16.76,10.4,2.31,12.14,9.83,4.05,4.62,1.73,20.23,7.51,4.05,6.36,6.36,0.0,0.0,9.25,2.89,6.36,2.31,0.58,1.16,0.0,0.58,1.16,0.0,4.05,1.73,2.31,0.58,0.0,0.58,0.0,0.58,0.0,0.0,14.45,4.05,0.0,0.0,0.58,0.0,2.89,9.83,0.0,0.58,2.89,0.58,0.58,0.0,0.0,0.58,4.62,0.0,2.89,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.58,5.2,12.14,0.0,1.73,9.25,0.0,0.0,1.16,7.51,16.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56,6.36,2.89,0.0,0.58,1.16,0.58,1
5,1,0,2,0,2,1,15,2,1,0,1,0,0,11,7,1,0,10,7,0,0,0,11,12,1,0,0,1,1,3,0,2,0,3,0,0,1,0,0,0,9,97,62.47,11.84,94.23,99.0,12.13,15.46,90.72,73.2,58.76,10.31,6.19,5.15,0.0,0.0,0.0,1.03,4.12,17.53,11.34,1.03,12.37,13.4,7.22,4.12,1.03,19.59,10.31,2.06,3.09,2.06,1.03,0.0,6.19,0.0,6.19,0.0,1.03,0.0,0.0,1.03,3.09,0.0,9.28,8.25,0.0,4.12,3.09,0.0,0.0,0.0,0.0,0.0,8.25,4.12,4.12,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,1.03,0.0,0.0,1.03,6.19,2.06,2.06,1.03,1.03,0.0,5.15,0.0,0.0,0.0,0.0,1.03,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,10.31,14.43,0.0,2.06,11.34,1.03,0.0,1.03,5.15,11.34,1.03,1.03,0.0,0.0,0.0,0.0,0.0,13.4,5.15,5.15,0.0,2.06,1.03,0.0,0
1,1,0,8,0,1,0,29,2,2,0,0,2,0,7,8,1,0,9,4,0,1,0,13,14,6,0,0,7,2,4,0,1,0,6,0,1,1,1,0,0,4,125,84.45,7.28,78.14,20.23,15.63,14.4,88.0,61.6,50.4,6.4,4.0,4.0,0.0,0.0,0.0,0.0,2.4,14.4,8.0,0.0,16.0,8.8,3.2,7.2,1.6,12.8,7.2,3.2,3.2,0.0,1.6,1.6,12.8,3.2,9.6,1.6,1.6,1.6,2.4,0.8,4.8,0.0,4.8,2.4,2.4,0.8,0.0,0.8,0.0,0.0,0.0,0.0,4.0,1.6,0.0,0.0,0.0,0.8,0.0,2.4,0.0,0.0,0.0,1.6,0.8,0.0,0.0,0.8,17.6,0.8,11.2,5.6,0.8,0.0,3.2,0.8,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.2,12.0,0.0,1.6,10.4,0.0,0.0,0.0,1.6,6.4,1.6,1.6,0.0,0.0,0.0,0.0,0.0,12.0,5.6,0.8,0.0,0.8,1.6,3.2,1
11,0,0,6,0,3,0,26,7,0,5,0,2,0,16,11,1,0,11,6,1,0,0,15,17,6,0,1,8,6,12,1,0,0,5,0,2,2,1,0,0,15,172,35.36,50.45,87.35,46.59,17.2,15.12,91.28,72.09,57.56,11.05,9.3,3.49,1.74,0.58,0.0,2.91,1.74,15.7,8.72,1.16,9.88,9.88,9.3,8.14,1.74,18.02,6.98,5.23,4.65,2.33,2.33,0.0,8.14,2.33,5.81,0.58,0.0,1.16,1.16,0.0,2.91,0.0,7.56,4.65,2.91,0.58,0.0,0.58,0.0,0.0,0.0,0.0,11.63,2.91,1.74,0.58,0.58,0.0,1.16,7.56,0.58,0.0,0.58,0.0,0.0,0.0,0.0,0.0,9.3,0.58,2.91,3.49,2.33,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,1.16,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,9.88,17.44,0.58,1.74,13.37,0.58,1.16,0.58,3.49,8.72,2.91,1.16,0.0,0.0,0.0,0.0,0.0,15.12,5.81,6.4,0.58,0.0,0.58,1.74,1
3,0,0,17,0,7,0,38,1,5,2,0,0,0,19,16,0,0,24,5,0,2,0,25,24,12,1,0,15,5,25,1,0,0,8,0,4,2,0,0,0,15,248,44.01,3.86,97.15,4.5,15.5,15.73,89.92,73.79,59.68,16.13,10.89,8.47,0.4,0.0,0.0,2.02,5.24,13.31,8.06,0.4,14.52,8.47,4.84,8.87,2.82,16.53,5.65,2.02,2.02,0.4,0.4,1.21,10.48,0.4,10.08,2.02,2.02,2.42,2.42,0.0,3.23,0.0,3.63,0.81,2.82,2.02,0.0,2.02,0.0,0.4,0.0,0.0,6.45,2.42,0.0,0.0,0.4,0.4,1.21,4.03,0.0,0.0,0.81,0.4,0.4,0.0,0.0,0.4,4.44,0.0,2.42,2.02,0.0,0.0,2.42,0.81,0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.21,0.4,1.21,0.4,0.0,0.81,0.0,0.0,0.0,6.85,11.29,0.4,1.61,8.87,0.0,0.0,0.4,6.85,9.68,0.81,0.4,0.0,0.0,0.0,0.0,0.0,11.69,6.05,1.21,0.0,0.4,2.42,1.61,0
4,0,0,4,0,0,0,5,2,2,2,0,0,0,6,5,2,0,4,3,0,0,0,2,7,2,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,9,60,22.17,1.0,96.79,97.84,12.0,10.0,98.33,83.33,63.33,8.33,6.67,6.67,0.0,0.0,0.0,0.0,1.67,15.0,11.67,0.0,6.67,11.67,13.33,6.67,5.0,20.0,11.67,8.33,5.0,1.67,3.33,0.0,20.0,0.0,20.0,3.33,0.0,6.67,6.67,0.0,8.33,0.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,1.67,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.67,0.0,3.33,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,16.67,15.0,0.0,0.0,11.67,0.0,0.0,1.67,5.0,6.67,3.33,1.67,0.0,0.0,0.0,0.0,0.0,15.0,8.33,6.67,0.0,0.0,0.0,0.0,0
2,0,0,1,0,1,0,14,0,0,2,0,1,0,6,8,0,0,7,0,0,1,0,4,12,2,0,0,3,0,3,0,1,0,16,0,0,0,0,0,0,3,77,92.67,63.13,17.57,99.0,9.63,14.29,80.52,59.74,46.75,6.49,3.9,2.6,1.3,0.0,0.0,0.0,2.6,19.48,15.58,2.6,9.09,7.79,2.6,5.19,0.0,11.69,9.09,3.9,3.9,2.6,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.79,7.79,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,6.49,1.3,0.0,0.0,0.0,0.0,0.0,5.19,1.3,0.0,2.6,0.0,0.0,0.0,0.0,0.0,9.09,0.0,3.9,3.9,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,5.19,12.99,1.3,1.3,9.09,1.3,0.0,0.0,0.0,7.79,1.3,0.0,0.0,0.0,0.0,0.0,0.0,12.99,10.39,2.6,0.0,0.0,0.0,0.0,1
0,0,0,10,0,5,0,26,1,2,3,1,1,0,17,10,0,0,12,5,0,2,0,14,15,8,2,0,9,1,9,0,0,0,6,0,1,1,0,0,2,8,157,76.55,86.25,98.33,79.0,15.7,16.56,86.62,70.7,53.5,12.74,8.92,1.27,6.37,0.0,0.0,1.27,3.82,14.65,5.73,0.64,17.2,5.1,3.18,7.01,1.91,15.92,6.37,3.18,8.28,7.64,0.64,0.0,8.92,1.27,7.64,2.55,0.0,1.91,1.91,0.0,2.55,0.0,6.37,5.1,1.27,1.27,0.64,0.64,0.64,0.0,0.0,0.0,12.1,3.82,0.64,0.0,0.0,0.0,0.64,8.28,0.64,0.0,0.64,0.0,0.0,0.0,0.0,0.0,8.92,2.55,5.1,1.27,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,8.28,17.83,0.0,3.18,14.65,0.64,0.64,0.0,7.64,7.64,1.27,0.0,0.0,0.0,0.0,0.0,0.0,8.92,6.37,0.0,0.0,0.0,2.55,0.0,0
